acid,acname,asid
C8537,餓狼伝説2,C1372
C8539,ダックにおまかせ ダークウィング・ダック,C1476
C8541,みんなの楽しい夏休み,C1477
C8543,ヒロシマに一番電車が走った ～300通の被爆体験手記から～,C1480
C8545,ムカムカパラダイス,C1566
C8547,楽しいウイロータウン,C1481
C8549,ジャングルの王者 ターちゃん❤,C1482
C8552,アニメ西遊記 小さな悟空の大冒険,C7124
C8554,エルとプルー,C7125
C8556,セイシュンの食卓,C7128
C8558,手塚治虫物語　ぼくは孫悟空,C7138
C8559,パラソル ヘンべえ,C7140
C8561,桃太郎伝説,C7141
C8563,ダッシュ!四駆郎,C7142
C8565,ジャングル・ブック 少年モーグリ,C7143
C8567,魔法使いサリー［新］,C1268
C8569,機動警察パトレイバー,C7129
C8571,ジャングル大帝,C1145
C8573,シートン動物記,C7144
C8575,藤子・F・不二雄のT・Pぼん,C7145
C8577,シティーハンター3,C6942
C8579,がきデカ,C7146
C8581,YAWARA!,C7147
C8583,かりあげクン,C936
C8585,笑ゥせぇるすまん,C937
C8587,まじかるハット,C938
C8589,レスラー軍団〈銀河編〉 聖戦士ロビンJr.,C7123
C8591,小松左京アニメ劇場,C939
C8593,トンデケマン!,C940
C8595,らんま1/2 熱闘編,C7122
C8597,チンプイ,C942
C8599,ドラゴンクエスト,C945
C8601,敵は海賊～猫たちの饗宴～,C947
C8603,再現 古代歴史ものがたり,C948
C8605,平成 天才バカボン,C2390
C8607,ちびまる子ちゃん,C1022
C8609,つる姫じゃ～っ!,C1024
C8611,私のあしながおじさん,C1025
C8613,キャッ党忍伝 てやんでえ,C1029
C8615,勇者エクスカイザー,C1030
C8617,魔神英雄伝ワタル2,C7030
C8619,雲のように 風のように,C1035
C8621,宇宙を夢見た男たち,C1036
C8623,アイドル天使 ようこそようこ,C1042
C8625,たんけん ゴブリン島,C1043
C8627,オバタリアン,C1044
C8629,NG騎士ラムネ＆40,C1047
C8631,楽しいムーミン一家,C1967
C8633,ふしぎの海のナディア,C1048
C8635,もーれつア太郎［新］,C1845
C8637,ガタピシ,C1049
C8639,魔法のエンジェル スイートミント,C1050
C8641,わんぱくギャン大作戦,C1051
C8643,スパイラルゾーン,C1058
C8645,平成のシンデレラ 紀子さま物語,C1059
C8647,藤子不二雄Ⓐの夢魔子,C1065
C8649,カラ天狗 カブト,C1066
C8651,ロビンフッドの大冒険,C1067
C8653,ガジェット警部,C1072
C8655,それいけ!アンパンマン みなみの海をすくえ!,C7048
C8657,まじかる★タルるートくん,C1073
C8659,からくり剣豪伝 ムサシロード,C1075
C8661,RPG伝説ヘポイ,C1076
C8663,アニメブルーナの絵本,C1464
C8665,ハロー、ミーちゃん［第2期］,C4060
C8666,平成イヌ物語 バウ,C1483
C8668,STREET FIGHTER Ⅱ V,C1625
C8670,とこちゃんちょっきん,C1753
C8672,PEACH COMMAND 新桃太郎伝説,C7141
C8674,八百八町表裏 化粧師,C1077
C8676,三丁目の夕日,C1078
C8678,DRAGON BALL Z スペシャル たったひとりの最終決戦～フリーザに挑んだZ戦士孫悟空の父～,C6852
C8680,三つ目がとおる,C6825
C8682,江戸っ子ボーイ がってん太助,C1080
C8684,ピグマリオ,C1082
C8686,おちゃめなふたご -クレア学院物語-,C1149
C8688,おれは直角,C1150
C8690,DRAGON QUEST［第2期］,C945
C8692,きんぎょ注意報!,C1151
C8694,トラップ一家物語,C1152
C8696,おばけの…ホーリー,C1153
C8698,太陽の勇者ファイバード,C1154
C8700,人魚姫マリーナの冒険,C1155
C8702,ゲッターロボ號,C3022
C8704,緊急発進セイバーキッズ,C1158
C8706,藤子不二雄Ⓐの 笑ゥせぇるすまん［第2期］,C937
C8708,新世紀GPXサイバーフォーミュラ,C1161
C8710,絶対無敵ライジンオー,C1162
C8712,ジャンケンマン,C1163
C8714,スピルバーグのアニメ タイニー・トゥーン,C1164
C8716,どろろんぱっ!,C1165
C8718,少年アシベ,C1166
C8720,ハイスクールミステリー 学園七不思議,C1167
C8722,アニメ ひみつの花園,C1169
C8724,シティーハンター'91,C6942
C8726,おてんきボーイズ,C1170
C8728,ハローESCARGOT島,C1171
C8730,ふたりは なかよし,C1172
C8732,えくぼおうじ [第1期],C1173
C8734,機甲警察メタルジャック,C1174
C8736,ちいさなおばけアッチ コッチ ソッチ,C1175
C8738,21エモン,C1177
C8740,OH! Myコンブ,C1178
C8742,未知の海へ ダーク・ウォーター,C1180
C8744,満ちてくる時のむこうに,C1182
C8746,おにいさまへ…,C1187
C8748,スターカム,C1188
C8750,たのしい算数［スペシャル］,C4049
C8752,デニス・ザ・メネス,C1193
C8754,ある日､ラブソングを,C1196
C8756,キャッツ アンド カンパニー,C1197
C8758,魔法のプリンセス ミンキーモモ［新］,C5889
C8760,ゲンジ通信あげだま,C1199
C8762,キン肉マン キン肉星王位争奪編,C6466
C8764,楽しいムーミン一家 冒険日記,C1967
C8766,燃えろ! トップストライカー,C1200
C8768,炎の闘球児 ドッジ弾平,C1202
C8770,横山光輝 三国志,C1203
C8772,チエちゃん奮戦記 じゃりン子チエ,C1204
C8774,Reporter Blues,C1205
C8776,DRAGON QUEST ダイの大冒険,C945
C8778,バカボンおそ松の カレーをたずねて三千里,C1206
C8780,丸出だめ夫,C1207
C8782,わたしとわたし -ふたりのロッテ-,C1208
C8784,ウルトラマンキッズ 母をたずねて3000万光年,C4490
C8786,アニメで再現 クイズ!世界ほんとの本当,C1209
C8788,Dr. スランプ アラレちゃん '92お正月スペシャル,C5379
C8790,ママは小学4年生,C1304
C8792,大草原の小さな天使 ブッシュベイビー,C1305
C8794,花の魔法使い マリーベル,C1306
C8796,ダックテイル,C1307
C8798,伝説の勇者ダ・ガーン,C1308
C8800,ボ～イフレンド,C1309
C8802,ワールド スペシャル アニメ・ドキュメント ニッポン誕生 最新・騎馬民族説,C1310
C8804,宇宙の騎士テッカマンブレード,C3334
C8806,美少女戦士セーラームーン,C1314
C8808,藤子不二雄Ⓐのさすらいくん,C1324
C8810,地球SOS それいけコロリン,C1325
C8812,メダロット魂,C2275
C8814,STRaNGE DaWN,C2389
C8815,うちのショコラ,C1485
C8817,ドンラゴン,C1486
C8819,ミュータントタートルズ,C1487
C8821,蒼き伝説シュート!,C1492
C8823,ともだちでいようね［第2期］,C1369
C8825,しましまとらの しまじろう,C1497
C8827,ねことスーパーマウス［第1期］,C1499
C8829,藤子不二雄〔○A）劇場 笑ゥせぇるすまん 年忘れ特大号,C937
C8831,恐竜スペシャル 大発掘!!中国・内モンゴル奥地に世界最大の恐竜墓場は実在した!!,C1500
C8833,わくわくどうぶつえん［パイロット版］,C1502
C8835,赤ずきんチャチャ,C1570
C8837,七つの海のティコ,C1571
C8838,キューティーハニーF,C2911
C8840,ケロケロちゃいむ,C1981
C8842,新 天地無用!,C1430
C8844,手塚治虫の 旧約聖書物語 In The Beginning,C1984
C8846,ポケットモンスター,C1985
C8847,クッキングパパ,C1326
C8849,クレヨンしんちゃん,C1327
C8851,テイルスピン,C1328
C8853,あしたへフリーキック,C1329
C8855,まぼろしまぼちゃん,C1330
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,C1331
C8859,えくぼおうじ [第2期],C1173
C8861,音楽ファンタジーゆめ［第1期］,C1332
C8863,たのしい算数［シリーズ］,C4049
C8865,Let's have fun!,C1333
C8867,スーパービックリマン,C6958
C8869,妖精ディック,C1337
C8871,カワセミが危ない,C1344
C8873,続のんのんばあとオレ,C4061
C8875,ヤダモン,C1348
C8877,呪いのワンピース,C1349
C8879,江戸老い物語,C1351
C8881,はん画 ふるさとばなし きつねの変化玉/元祖たこ踊り,C1352
C8883,おやゆび姫物語,C1353
C8885,姫ちゃんのリボン,C1358
C8887,少年アシベ2,C1166
C8889,ツヨシしっかりしなさい,C1359
C8891,ノンタンと いっしょ,C1360
C8893,スーパーヅガン,C1361
C8895,南国年パプワくん,C1362
C8897,フランダースの犬 -ぼくのパトラッシュ-,C3212
C8899,幽☆遊☆白書,C1363
C8901,風の中の少女 金髪のジェニー,C1364
C8903,カリメロ（新）,C3179
C8905,みかん絵日記,C1365
C8907,ママガウロの使える英語,C1366
C8909,コボちゃん［シリーズ］,C1074
C8911,スペースオズの冒険,C1368
C8913,ともだちでいようね［第1期］,C1369
C8915,バットマン,C1371
C8917,美味しんぼ 究極対至高 長寿料理対決!!,C7052
C8919,餓狼伝説,C1372
C8921,プチ・クレイ,C1373
C8923,ミラクル★ガールズ,C1449
C8925,若草物語 ナンとジョー先生,C1450
C8927,無責任艦長タイラー,C1451
C8929,勇者特急マイトガイン,C1452
C8931,DRAGON BALL Z スペシャル 絶望への反抗!! 残された超戦士・悟飯とトランクス,C6852
C8933,熱血最強ゴウザウラー,C1454
C8935,美少女戦士セーラームーンR,C1314
C8937,太陽がいっぱい,C1455
C8939,機動戦士Vガンダム,C1457
C8941,恐竜惑星,C1458
C8943,ポコニャン!,C1459
C8945,疾風!アイアンリーガー,C1460
C8947,藤子不二雄Ⓐ劇場 笑ゥせぇるすまん 春の特大号,C937
C8949,剣勇伝説YAIBA,C1461
C8951,忍たま 乱太郎［第1期］,C1462
C8953,GS美神,C1463
C8955,さくらももこ劇場 コジコジ,C2023
C8957,吸血姫 美夕,C7078
C8959,発明BOYカニパン,C2139
C8961,serial experiments laｉn,C2140
C8963,ハスの妖精ぼにょぼにょ,C2142
C8965,男はつらいよ 寅次郎忘れな草,C2144
C8967,ももいろシスターズ,C2146
C8969,コボちゃんスペシャル[第4作],C1074
C8971,虹の戦記イリス,C2150
C8973,時空探偵ゲンシクン,C2141
C8975,彼氏彼女の事情,C2151
C8977,突撃!パッパラ隊,C2152
C8979,魔術士オーフェン,C2153
C8981,ガサラキ,C2154
C8984,景山民夫のダブルファンタジー,C1572
C8986,死にぞこない係長,C1573
C8988,アーシャ,C1574
C8990,超世紀末ギャグアニメ ～中崎タツヤ傑作選～,C1575
C8992,勇者警察ジェイデッカー,C1576
C8994,森のサーカス,C1577
C8996,王女とゴブリン,C1579
C8998,ママレ～ド❤ボ～イ,C1580
C9000,美少女戦士セーラームーンS,C1314
C9002,モンタナ・ジョーンズ,C1582
C9004,3丁目のタマ うちのタマ 知りませんか?［シリーズ］,C1475
C9006,ゴールFH,C1583
C9008,ジーンダイバー,C1584
C9010,〔○超〕くせになりそう❤,C1585
C9012,覇王大系リューナイト,C1586
C9014,レッドバロン,C1587
C9016,白雪姫の伝説,C1588
C9018,とっても!ラッキーマン,C1590
C9020,おまかせスクラッパーズ,C1591
C9022,銀河戦国群雄伝ライ,C1592
C9024,ヤマトタケル,C1593
C9026,機動武闘伝Gガンダム,C1594
C9028,サッカーフィーバー,C1595
C9030,だいすき! ねんどママ,C1596
C9032,パクシ,C1597
C9034,ハロー、ミーちゃん［第3期］,C4060
C9036,サイキン ポンタ,C1598
C9038,もんぴー,C1599
C9040,ぐりむのあな,C1602
C9042,インコ男爵の館,C1603
C9044,Shakespeare THE ANIMATED TALES,C1604
C9046,むしむしQ,C1608
C9048,ミッドナイト・トリッパーズ,C1609
C9050,テレビ漫画 CONFIG.SYS,C1611
C9052,トンチーズ,C1613
C9054,ふしぎなあのこはすてきなこのこ,C1614
C9056,メタルファイター❤MIKU,C1621
C9058,ルパン三世 燃えよ斬鉄剣,C2445
C9060,ゼロの惑星,C1622
C9062,ハックルベリー・フィン物語,C1629
C9064,パパはグーフィー,C1630
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],C1631
C9068,超世紀末ギャグアニメ ～中崎タツヤ傑作選2～,C1575
C9070,まみちゃんのふしぎなたび 3,C4076
C9072,とんでぶーりん,C1635
C9074,あそぼトイちゃん［第1期］,C1637
C9076,バッドばつ丸のオレのポチは世界一,C1638
C9078,バッドばつ丸の男度胸の思いやり,C1638
C9080,親子クラブ,C1640
C9082,忍たま乱太郎 第2期,C1462
C9084,BLUE SEED,C1660
C9086,ピンクパンサー,C1641
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,C1642
C9090,魔法陣グルグル,C1643
C9092,マクロス7,C6156
C9094,魔法騎士レイアース,C1644
C9096,キャプテン翼J,C6735
C9098,ゴー!ゴー! コニーちゃん!,C1646
C9100,PAPER MAN,C1647
C9102,真拳伝説タイトロード,C1648
C9104,音楽ファンタジーゆめ［第2期］,C1332
C9106,テクテクキッズ［第1期］,C1649
C9108,リトル・マーメイド,C1650
C9110,サイボーグ花ちゃん,C1653
C9112,きょうふのキョーちゃん,C1654
C9114,なんじゃもんじゃおばけ,C1658
C9116,STRAY SHEEP ポーのクリスマス［パイロット］,C1659
C9118,わくわくどうぶつえん［スペシャル］,C1502
C9120,空想科学世界ガリバーボーイ,C1724
C9122,ちびまる子ちゃん［新］,C1022
C9124,鬼神童子ZENKI,C1725
C9126,NINKŪ -忍空-,C1726
C9128,ロミオの青い空,C1727
C9130,安野光雅のペペロン村えにっき [パイロット版],C1728
C9132,驚きももの木20世紀 トキワ荘の時代 ～マンガが青春だったころ～,C1729
C9134,ハローキティの幸せのチューリップ,C7132
C9136,キャンディ ジェーンのランデブー,C1471
C9138,すなあそび,C1730
C9140,黄金勇者ゴルドラン,C1731
C9142,おしょうさんとこぞうさん,C1733
C9144,STRAY SHEEP[第1期],C1659
C9146,美少女戦士セーラームーンSuperS,C1314
C9148,MAGIC★MESSENGER,C1738
C9150,学校のコワイうわさ 花子さんがきた!! [第2期],C1631
C9152,恐竜冒険記 ジュラトリッパー,C1739
C9154,天地無用!,C1430
C9156,あずきちゃん,C1740
C9158,獣戦士ガルキーバ,C1741
C9160,愛天使伝説ウェディングピーチ,C1742
C9162,ヤンボウ ニンボウ トンボウ,C1743
C9164,行け! 稲中卓球部,C1744
C9166,バイカーマイス BIKERMICE from MARS,C1746
C9168,ふしぎ遊戯,C1747
C9170,アニメ世界の童話,C1748
C9172,十二戦支爆烈エトレンジャー,C1749
C9174,新機動戦記ガンダムW,C1750
C9176,スレイヤーズ,C1751
C9179,クマのプー太郎,C1754
C9181,カラオケ戦士マイク次郎[25分版],C1755
C9183,安野光雅のペペロン村えにっき [シリーズ],C1728
C9185,プラネットパラダイス,C1757
C9187,NEO HYPER KIDS COMPUTER ANIMATED SERIES,C1758
C9189,ロボットパルタ［シリーズ］,C4085
C9191,わくわくどうぶつえん[シリーズ],C1502
C9193,アリス 探偵局[第1期],C1759
C9195,新くまのプーさん,C1760
C9197,ニャッキ!,C1761
C9199,なんでもQむしむしQ,C1762
C9201,BｉT the CUPID,C1763
C9203,Jam the HOUSNAIL,C1882
C9205,ガンバリスト!駿,C1884
C9207,赤ちゃんと僕,C1885
C9209,YAWARA! Special ずっと君のことが・・。,C7147
C9211,ANIMANIACS,C1886
C9213,はりもぐハーリー[第1期],C1892
C9215,夢のクレヨン王国,C2017
C9217,マスターモスキートン'99,C1965
C9219,｢少年H｣が見た戦争,C2018
C9221,ハニ太郎です。,C2020
C9223,ぼのぼの,C1491
C9225,ぶ～ば～が～,C1766
C9227,H2,C1769
C9229,カラスのプータ,C1770
C9231,ア・ピース・オブ ファンタスマゴリア,C1771
C9233,キキとララのママってすてき!,
C9235,ナースエンジェルりりかSOS,C1779
C9237,学校のコワイうわさ 花子さんがきた!! [第3期],C1631
C9239,恐竜ピコラ,C1782
C9241,野坂昭如 戦争童話集 -忘れてはイケナイ物語り-,C1783
C9243,忍たま乱太郎[第3期],C1462
C9245,爆れつハンター,C1787
C9247,モジャ公,C1788
C9249,新世紀エヴァンゲリオン,C1790
C9251,闘魔鬼神伝ONI,C1791
C9253,ドッカン! ロボ天どん,C1792
C9255,神秘の世界 エルハザード,C1819
C9257,バーチャファイター[第1期],C1793
C9259,怪盗セイント・テール,C1794
C9261,孔子傳,C1795
C9263,Marx Radｉo,C1796
C9265,あそぼトイちゃん[第2期],C1637
C9267,NOOBOW,C1797
C9269,ズッコケ三人組 楠屋敷のグルグル様,C7067
C9271,アラジン,C1479
C9273,学校のコワイうわさ 花子さんがきた!! [第4期],C1631
C9275,シティーハンタースペシャル'96 ザ・シークレット・サービス,C6942
C9277,ゲゲゲの鬼太郎[第4作],C1556
C9279,爆走兄弟レッツ＆ゴー!!,C1847
C9281,バケツでごはん,C1848
C9283,名探偵コナン,C1849
C9285,るろうに剣心―明治剣客浪漫譚―,C1850
C9287,名犬ラッシー,C1851
C9289,勇者指令ダグオン,C1852
C9291,DRAGON BALL GT,C6852
C9293,みどりのマキバオー,C1857
