acid,acname,初回放送日,アニメ各話数,作品名の文字数
C13073,超ぽじてぃぶ! ファイターズ超ぽじてぃぶ ファイターズ 11魔人!篇,2005-10-02,25,34
C13075,スチーム係長 STEAM HEAD,2005-10-03,15,17
C13077,キララと一緒に ふしぎ探検,2005-10-04,8,13
C13081,FNS地球特捜隊 ダイバスター［シリーズ］,2005-10-30,167,21
C13085,ぴよだまり,2005-11-24,4,5
C13087,CG侍,2005-12-02,13,3
C13089,トントンあったと にいがたの昔ばなし［第3期］,2005-12-03,26,23
C13091,メジャー[第2期],2005-12-10,30,9
C13093,聖闘士星矢 冥王ハーデス冥界編 [前章],2005-12-17,6,20
C13095,よみきかせ日本昔ばなし,2006-01-09,24,11
C13097,クレイアニメ 太鼓の達人[第2期],2005-12-26,13,17
C13103,山さんと山ちゃん[山ちゃんと山さん][山さと山ちゃん］,2006-04-01,14,27
C13105,忍たま 乱太郎[第14期],2006-04-03,50,13
C13107,おじゃる丸[第9期],2006-04-03,90,10
C13109,いない いない ばあっ! [第11期],2006-04-03,90,19
C13111,パンツ コインちゃん,2006-04-03,15,10
C13113,鷹の爪[THE FROGMAN SHOW],2006-04-06,12,21
C13114,古墳ギャルの Coffy[THE FROGMAN SHOW],2006-04-06,11,30
C13116,理科5年ふしぎワールド,2006-04-06,20,11
C13118,おでんくん The Adventure of Oden-kun [第2期],2006-03-03,33,37
C13120,南の島の小さな飛行機 バーディー[第2期],2006-01-04,60,21
C13122,モンチッチとあいちゃんのベビチッチえいご,2006-04-10,24,20
C13124,理科6年ふしぎ情報局,2006-04-12,20,10
C13126,チビナックス,2006-04-13,25,6
C13128,ツバサ・クロニクル 年代記［第2期］,2006-04-29,28,18
C13130,機動戦士 ガンダム S［シード］ DESTINY ［総集編］砕かれた世界,2006-05-03,2,36
C13132,みんなのぶた,2006-05-20,13,6
C13134,ぼてじん,2006-05-31,14,4
C13138,機動戦士 ガンダム S［シード］ DESTINY ［総集編］それぞれの剣,2006-07-27,2,36
C13140,ななみちゃん[第3期],2006-07-25,19,11
C13144,まるだし先生,2006-08-12,2,6
C13154,太陽の黙示録,2006-09-17,4,6
C13156,モッタイナイナイ ムッピといっしょ,2006-10-02,13,17
C13158,砂沙美☆魔法少女クラブ ～シーズン2～,2006-10-05,13,19
C13164,独占取材 私だけが知っている小泉純一郎,2006-10-08,5,19
C13166,機動戦士 ガンダム S［シード］ DESTINY ［総集編］運命［さだめ］の業火,2006-10-09,1,40
C13168,Funny Pets [第2期],2006-10-09,11,16
C13170,ケンちゃんの 晩めし前!,2006-10-09,375,12
C13172,モリゾー・キッコロ 地球環境の旅,2006-10-12,9,16
C13174,じじょうのうた,2006-11-18,11,7
C13176,メジャー[第3期],2007-01-06,27,9
C13180,めがね番長,2007-01-13,4,5
C13182,いない いない ばあっ! [第12期],2007-04-02,110,19
C13184,メジャー[第4期],2008-01-05,26,9
C13189,絶対正義ラブフェロモン[あかほり外道アワー らぶげ],2005-07-05,13,26
C13191,HUNTER × HUNTER[新],2011-10-02,149,18
C13194,MARVEL WOLVERINE,2010-12-24,13,16
C13198,ぬらりひょんの孫 ～千年魔京～,2011-07-05,26,15
C13199,Rio -Rainbow Gate!-,2011-01-04,13,19
C13201,SKET DANCE,2011-04-07,77,10
C13203,ぜんまい ざむらい [10分版],2007-04-02,41,16
C13205,味楽る!ミミカ[第3期],2008-04-04,18,12
C13207,きょうの料理 ビギナーズ [第2期],2008-03-31,96,18
C13211,U.H.O.フューチャーレスキュー2061U.H.Oレポート,2008-04-02,5,30
C13213,今日からマ*王![第3期],2008-04-03,41,13
C13215,きらりん☆レボリューションSTAGE3,2008-04-04,51,19
C13217,おでんくんThe Adventure of Oden-kun[第4期],2008-04-04,39,35
C13219,attacked kuma3[第2期],2008-04-05,25,19
C13221,たたかえ! 土管くん,2008-04-05,26,10
C13225,てんてこししまい君,2008-04-05,26,9
C13227,はなけろどんぐりころころエコろころ,2008-04-05,51,17
C13229,Dofusドフス★12の世界★ドフス アンド フレンズ,2008-04-05,13,27
C13231,メガネコ,2008-04-05,16,4
C13233,レオナルド博士 と キリン村のなかま でしょ,2000-09-27,26,22
C13235,本マグロトロ太郎TV,2008-04-05,25,10
C13237,こちら葛*飾区亀有公園前派出所[4月SP],2008-04-06,2,21
C13240,南の島の小さな飛行機バーディー（第3期）,2007-04-02,44,20
C13242,白い本,2007-04-02,6,3
C13244,味楽る!ミミカ[第2期],2007-04-06,19,12
C13246,きょうの料理ビギナーズ,2007-04-02,96,11
C13248,巨人の星【特別編】父 一徹,2007-04-03,13,13
C13250,おでんくん The Adventure of Oden-kun [第3期],2007-04-06,27,37
C13252,彩雲国物語[第2期],2007-04-07,42,10
C13254,モリゾー・キッコロ 森へいこうよ!,2007-04-07,165,17
C13256,ウエルベールの物語Sisters of Wellber,2007-04-04,13,27
C13258,優しさと感動のこだま,2007-04-11,50,10
C13260,チビナックス2.0,2007-04-07,25,9
C13262,水野キングダム❤パワーパフガールズ,2007-04-21,1,17
C13264,タチコマな日々,2007-05-02,12,7
C13266,AFROSAMURAI,2007-05-03,5,11
C13269,復活! じゃないよ!? ウゴ・ウゴ ルーガ スペシャル,2007-05-18,15,27
C13271,王さまものがたり,2007-05-21,8,8
C13273,ななみちゃん[第4期],2007-05-24,17,11
C13275,やっこはん姉妹きぬやっこ もめんやっこ,2007-06-25,5,19
C13277,ウスペラーズ,2007-07-02,5,6
C13279,ご存知!かくざ父さん,2007-07-07,26,10
C13281,はなけろ～ペンペン村のまごころ屋～,2007-07-07,13,17
C13283,進め!! 土管くん,2007-07-07,13,9
C13288,こちら葛飾区亀有公園前派出所 両さんの寿司食いねぇ!～頂上マグロ対決!!～,2007-09-30,2,37
C13290,スイスイ! フィジー!,2007-10-04,104,11
C13292,はなけろ くるりん島のなかまたち,2007-10-06,13,16
C13294,ネコべん,2007-10-06,7,4
C13296,音楽の墓場,2007-10-06,8,5
C13298,先生のチョンマゲアッパレひでよしくん,2007-10-06,13,18
C13300,Baikin-kun,2007-10-06,26,10
C13302,ピテカント,2007-10-06,12,5
C13304,筋肉学園,2007-10-06,26,4
C13306,土管くん[何かの]絵描き歌,2007-10-06,13,13
C13308,私が出会った“知られざる”島根県,2007-10-07,3,16
C13310,天下統一 CG将軍,2007-10-27,11,9
C13312,星新一ショートsHORT劇場,2007-11-11,5,14
C13314,さぁイコー!たまごっち,2007-12-01,12,11
C13316,みんなのうた♪絵本シアター,2007-12-24,3,13
C13320,夢をかなえるゾウ,2009-01-13,12,8
C13322,ダンボール 戦機,2011-03-02,46,8
C13323,ともだち8にん,2011-03-28,109,7
C13325,ドラゴンクライシス!,2011-01-12,12,10
C13330,ウエルベールの物語 Sisters of Wellber 第二幕,2008-01-02,13,32
C13332,PooPooKids,2008-01-05,13,10
C13334,はなけろ 虹の国のシエル姫,2008-01-05,13,13
C13336,ピン子の秘伝カリー,2008-01-05,19,9
C13338,レオナルド博士とキリン村のなかまたち,2008-01-05,13,18
C13340,格言! かくざ 父さん,2008-01-05,13,11
C13346,ねぇみんな…ふーちゃんの民話館PARIS SPECIAL!!,2008-02-17,1,30
C13348,しりとり王国,2008-02-18,3,6
C13350,ぴっくみー,2008-03-03,100,5
C13354,おじゃる丸[第11期],2008-03-31,90,11
C13356,忍たま乱太郎[第16期],2008-03-31,100,12
C13358,いない いない ばあっ! [第13期],2008-03-31,110,19
C13360,星新一ショートショート,2008-03-31,26,11
C13363,イタズラなKiss,2008-04-10,25,9
C13366,パコと魔法の絵本いつもワガママガマ王子,2008-04-21,19,19
C13368,キスダム[R] ENGAGE planet,2008-04-27,26,21
C13370,Domo,2008-05-03,13,4
C13372,やさいのようせいN.Y. SALAD[第2期],2008-05-05,26,23
C13374,モリゾー・キッコロと フルービー 守れ!みんなの水の惑星,2008-05-05,6,28
C13376,ソフィア物語 ～ブルガリア バラの谷から～,2008-05-14,3,21
C13378,チビナックス3,2008-06-04,25,7
C13380,ななみちゃん[第5期],2008-06-08,16,11
C13382,びわ湖放送presents 藤井組TV,2008-06-20,15,19
C13384,ニコニコ♪コニーちゃん,2008-06-23,5,11
C13386,なぜ? どうして? がおがおぶーっ!,2008-06-30,26,18
C13390,ちょこっと☆ちょボット,2008-07-05,38,11
C13392,ときどきアニメ開運 大便小僧,2008-07-05,8,14
C13396,スッキリ!!・クロラ,2008-07-07,20,10
C13400,男[デブ]はつらいYO!,2008-08-16,7,12
C13402,パコと魔法の絵本 いつも ワガママ ガマ王子 メイキング,2009-01-03,1,28
C13404,Little Village People,2008-09-06,15,21
C13408,メジャー[第6期],2010-04-03,26,9
C13410,メジャー[第5期],2009-01-10,25,9
C13412,UN-GO,2011-10-14,11,5
C13414,NO.6,2011-07-08,11,4
C13416,CARDFIGHT!! ヴァンガード,2011-01-08,65,18
C13418,DiSNEY ファイアボール チャーミング,2011-04-04,12,21
C13420,DOG DAYS,2011-04-02,13,8
C13422,セイクリッドセブン,2011-07-03,12,9
C13423,Mach Girl,2008-09-13,26,9
C13429,てんてこししまい君相談しましょー,2008-10-04,25,16
C13431,キリン村ファイ★ともクラブ,2008-09-06,17,13
C13433,VIVA!ブンベツ隊長,2008-10-04,14,11
C13435,蔵出し土管くん,2008-10-04,23,7
C13441,未来ヒコーキ,2008-10-18,11,6
C13445,アニメ漫才猫ラーメン,2008-11-14,12,10
C13447,人形芸人 ドント＆ノット,2008-12-07,17,12
C13449,Peeping Life,2008-12-19,10,12
C13453,新忍者玉丸,2008-12-27,8,5
C13457,それゆけ! 外道乙女隊[あかほり外道アワー らぶげ],2005-07-05,11,26
C13459,Starry☆Sky,2011-02-04,26,10
C13461,這いよる!　ニャルアニ　リメンバー・マイ・ラブ　（クラフト先生）,2010-12-11,11,32
C13463,onちゃん[第2期],2010-11-09,26,10
C13465,カッコかわいい宣言,2010-11-05,2,9
C13467,リタと ナントカ,2010-11-01,26,8
C13469,一期一会 ～キミノコトバ～,2010-10-24,13,13
C13471,ひだまり　スケッチ　×　☆☆☆[ほしみっつ]　[特別編],2010-10-24,2,28
C13473,海月姫,2010-08-13,17,3
C13475,Robin with his 100 friends,2010-10-11,13,26
C13477,FORTUNE・ARTERIAL 赤い約束,2010-10-09,13,21
C13481,咎狗の血,2010-10-08,12,4
C13483,探偵オペラ ミルキィホームズ,2010-10-07,12,14
C13485,農業ムスメ!,2010-10-10,1,6
C13487,それでも町は 廻っている,2010-10-08,12,12
C13490,神のみぞ知るセカイ,2010-10-07,12,9
C13492,もっと ToLOVEる,2010-10-06,12,11
C13494,侵略! イカ娘 The invader comes from the bottom of the sea!,2010-10-05,12,53
C13496,食パン ミミー,2010-10-04,12,7
C13498,たちゅ まる,2010-10-05,26,6
C13500,宮西達也劇場 おまえ うまそうだな,2010-10-04,20,17
C13502,おとめ 妖怪 ざくろ,2010-10-05,13,10
C13504,"ヨスガノソラ In solitude, where we are least alone.",2010-10-04,12,45
C13506,心霊探偵 八雲,2010-10-03,13,7
C13508,荒川アンダー ザ ブリッジ*2,2010-10-04,13,15
C13510,俺の妹がこんなに 可愛いわけがない,2010-10-03,12,17
C13512,STAR DRIVER 輝きのタクト,2010-10-03,26,18
C13514,夢色　パティシエール　SP[スペシャル]　プロフェッショナル,2010-10-03,13,30
C13518,バクマン。[第1期],2010-10-02,27,10
C13520,えむ えむっ!,2010-10-02,12,7
C13522,テガミバチ REVERSE,2010-10-03,25,13
C13524,薄桜鬼 新選組 奇譚 碧血録,2010-10-04,11,14
C13526,スーパーロボット大戦 OG --ジ・インスペクター--,2010-10-02,26,27
C13528,そらのおとしもの f,2010-10-02,12,10
C13530,Panty ＆ Stocking with Garterbelt,2010-10-02,13,32
C13534,バトルスピリッツ プレイヴ,2010-09-12,45,13
C13536,模型戦士 GUNPLA BUILDERS BEGINNING G,2010-08-15,3,32
C13538,モンハン 日記 ぎりぎり アイルー村 ★アイルー危機一髪★,2010-08-05,10,29
C13540,アニメ くるねこ[第2期],2010-07-03,21,13
C13545,青の祓魔師[エクソシスト],2011-04-17,25,13
C13547,フラクタル,2011-01-14,11,5
C13549,うたのプリンスさまっ♪ マジ LOVE 1000!,2011-07-03,13,25
C13553,MARVEL X-MEN,2011-03-27,13,12
C13557,動物かんきょう会議,2010-03-20,20,9
C13560,イナズマイレブン GO,2011-05-04,49,11
C13566,異国迷路の クロワーゼ The Animation,2011-07-04,12,25
C13568,AKB0048,2012-04-29,13,7
C13570,"戦姫絶唱 シンフォギア Meteoroid-falling, burning, and disappear, then...",2012-01-06,13,62
C13573,パッコロリン,2011-03-28,130,6
C13575,夏目友人帳 参,2011-07-05,13,7
C13577,遊★戯★王 ZEXAL,2011-04-06,77,11
C13579,スイートプリキュア♪,2011-02-06,48,10
C13581,うっかりペネロペ[第2期],2009-06-29,25,13
C13583,ちーすい丸,2010-02-06,42,5
C13585,おじゃる丸[第13期],2010-03-29,90,11
C13587,TRANSFORMERS ANIMATED,2010-04-03,39,21
C13590,うちの3姉妹 おかわりぱれたい,2010-08-24,4,15
C13592,百花 繚乱 サムライガールズ,2010-10-04,12,14
C13595,R-15,2011-07-10,12,4
C13601,Aチャンネル A-CHANNEL THE ANIMATION,2011-04-08,12,30
C13603,BLOOD-C,2011-07-08,12,7
C13607,C THE MEMORY OF SOUL AND POSSIBILITY CONTROL,2011-04-15,11,44
C13609,C3 -シーキューブ- CubexCurseExCurious,2011-10-01,12,31
C13611,Droronえん魔くん メ～ラめら,2011-04-08,12,17
C13613,Fate/Zero,2011-10-02,13,9
C13615,gdgd 妖精s,2011-10-13,12,8
C13617,GOSICK,2011-01-08,25,6
C13620,IS インフィニット・ストラトス,2011-01-07,12,16
C13622,KEN ＆ The Monster ケンとかいじゅう,2010-12-02,5,26
C13624,LASTEXILE 銀翼のファム,2011-10-08,24,16
C13626,MARVEL BLADE,2011-06-24,13,12
C13628,P4 Persona4 the ANIMATION,2011-10-07,25,25
C13630,Steins;Gate,2011-04-06,24,11
C13632,Suzy's Zoo だいすき! ウィッツィー,2011-04-03,25,23
C13634,Teach,2011-01-10,4,5
C13635,テレビまんが 昭和物語,2011-04-04,13,11
C13637,とびだせ! 土管 くん,2011-10-12,6,11
C13639,俺たちに翼はない --under the innocent sky.,2011-04-04,12,34
C13641,花咲く いろは,2011-04-05,26,7
C13643,快盗天使 ツイン エンジェル キュンキュン★ ときめき パラダイス!!,2011-07-05,12,35
C13645,額縁をくぐって物語の中へ　[シリーズ],2011-04-04,100,19
C13647,きんいろモザイク,2013-07-06,12,8
C13650,THE iDOLM@STER,2011-07-08,25,14
C13653,TIGER ＆ BUNNY,2011-04-03,26,13
C13655,WORKING'!!,2011-10-04,13,10
C13658,アスタロッテの おもちゃ!,2011-04-11,12,13
C13662,あの日見た 花の名前を 僕達はまだ 知らない。,2011-04-15,11,23
C13665,いつか天魔の黒ウサギ,2011-07-09,12,10
C13667,うさぎ ドロップ,2011-07-08,11,8
C13669,ウサビッチ[シーズン4],2010-12-11,13,12
C13673,おじゃる丸[第14期],2011-03-28,88,11
C13675,おはよう忍者隊 ガッチャマン,2011-04-18,480,14
C13677,おしらせ忍者隊　ガッチャマン,2011-10-07,26,14
C13679,お兄ちゃんのことなんか ぜんぜん好きじゃ ないんだからねっ!!,2011-01-09,12,31
C13682,ギルティクラウン,2011-10-14,22,8
C13684,クッキンアイドル アイ!マイ! まいん![第3期],2011-03-28,82,25
C13686,クロスファイト ビーダマン,2011-10-02,52,13
C13688,けんぷファー für die Liebe[フュア ディリーヴェ],2011-04-08,1,32
C13690,これは×ゾンビ ですか?,2011-01-11,12,12
C13692,ジュエルペット サンシャイン,2011-04-09,52,14
C13694,ソッキ～ズ フロンティアクエスト,2011-12-02,10,16
C13696,そふ てにっ SOFTENNI! the ANIMATION,2011-04-08,12,30
C13698,だぶる じぇい,2011-06-29,11,7
C13700,たまゆら ～hitotose～,2011-10-03,12,15
C13702,ダンタリアンの 書架 Bibliotheca Mystica de Dantalian,2011-07-02,13,43
C13705,ちはやふる,2011-10-05,25,5
C13707,日常,2011-04-03,26,2
C13709,忍たま 乱太郎[第19期],2011-03-28,90,13
C13711,猫神 やおよろず,2011-07-09,12,8
C13713,緋弾のアリア,2011-04-15,12,6
C13716,ちび★デビ!,2011-10-10,75,6
C13718,つながる アニマル しりとり リターンズ,2011-06-17,1,20
C13720,デッドマン・ ワンダーランド,2011-04-17,12,14
C13722,エウレカセブンAO ASTRAL OCEAN,2012-04-13,24,22
C13725,坂道のアポロン KIDS ON THE SLOPE,2012-04-13,12,25
C13727,Shining Hearts -幸せのパン-,2012-04-13,12,22
C13729,スイッチ OH! くん,2012-05-01,25,11
C13730,アルカナ・ファミリア La storia della Arcana Famiglia,2012-07-01,12,42
C13732,TARI TARI,2012-07-01,13,9
C13734,人類は衰退しました,2012-07-02,12,9
C13736,ゆるゆり♪♪,2012-07-03,12,6
C13738,デュエル・マスターズ ビクトリー,2011-04-02,52,16
C13740,トリコ,2011-04-03,147,3
C13742,にゃん†ぱいあ The Animation,2011-07-06,12,21
C13746,バカとテスト と召喚獣 にっ!,2011-07-01,13,15
C13748,バクマン。[第2期],2011-10-01,25,10
C13750,ハトのおよめさん ハトよめ,2011-04-13,4,13
C13752,バトルスピリッツ 覇王[ヒーローズ],2011-09-18,50,18
C13754,ひだまり スケッチ SP[すぺしゃる],2011-10-30,2,19
C13756,ひめ チェン! おとぎちっくアイドル リルぷりっ[のりスタ版],2011-04-06,41,31
C13759,プ～ ねこ,2011-04-13,11,5
C13761,プ～　ねこ　小劇場　SHOW TIME,2011-06-29,11,19
C13763,ファイ・ブレイン 神のパズル[第1期],2011-10-02,25,19
C13765,フジログ[第1期],2011-04-04,13,9
C13767,フジログ[第2期],2011-10-02,13,9
C13769,フリージング,2011-01-08,12,6
C13771,プリティー リズム オーロラドリーム,2011-04-09,51,18
C13774,へうげもの,2011-04-07,39,5
C13776,べるぜバブ,2011-01-09,60,5
C13778,ベン・トー,2011-10-09,12,5
C13780,ポケットモンスター　ダイヤモンド＆パール　[特別編],2011-02-03,2,26
C13782,ほんとに あった! 霊媒先生,2011-04-13,22,14
C13784,マイクロストーリー,2011-12-01,16,9
C13786,マケン姫っ!,2011-10-05,12,6
C13788,ましろ色シンフォニー -The color of lovers-,2011-10-05,12,32
C13790,まみむめ もんち,2011-10-12,4,8
C13792,まよ チキ!,2011-07-08,13,6
C13794,まりあ†ほりっく あらいぶ,2011-04-14,12,13
C13797,みつ どもえ 増量中!,2011-01-10,8,11
C13799,みつ どもえ 特別編,2011-03-07,1,10
C13801,メタルファイト ベイブレード 4D,2011-04-03,52,17
C13803,もしドラ　もし高校野球の女子マネージャーが　ドラッカーの『マネジメント』を読んだら,2011-03-10,11,41
C13807,ゆるゆり,2011-07-05,12,4
C13809,よんでますよ、 アザゼル さん。,2011-04-10,13,16
C13811,リングにかけろ 1 世界大会編,2011-04-10,6,15
C13813,レベルE,2011-01-11,13,4
C13815,ロウきゅーぶ!,2011-07-01,12,7
C13817,機動戦士 ガンダムAGE,2011-10-09,49,12
C13819,逆境無頼 カイジ 破戒録篇,2011-04-06,26,13
C13822,境界線上のホライゾン Horizon on the Middle of Nowhere,2011-10-02,12,43
C13824,銀魂',2011-04-04,51,3
C13826,君と僕。,2011-10-04,13,4
C13828,君に届け 2ND SEASON,2011-01-05,13,15
C13830,元気!! 江古田ちゃん,2011-04-13,22,11
C13832,汐留 ケ～ブル テレビ,2011-04-13,22,11
C13834,灼眼のシャナⅢ[Final],2011-10-15,24,14
C13840,侵略!?　イカ娘　The Invader　comes from the　bottom of the sea!,2011-09-27,12,54
