mcname,ccname,cename,four_colored
週刊少年マガジン,少年無宿シンクロウ,第1歩 無宿渡世,True
週刊少年マガジン,少年無宿シンクロウ,序章～シンクロウ,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.100 蝙蝠のユメ,True
週刊少年マガジン,クラック!!,第1話 始まりの日,True
週刊少年マガジン,あひるの空,第87話 守るべきもの 2,True
週刊少年マガジン,ゴッドハンド輝,第217話 ヴァルハラか!四瑛会か!,True
週刊少年マガジン,ジゴロ次五郎,第150話 チャンスは3回,True
週刊少年マガジン,神to戦国生徒会,#45 黒髪武蔵と銀髪武蔵,True
週刊少年マガジン,金田一少年の事件簿,オペラ座館・第三の殺人 10,True
週刊少年マガジン,トッキュー!!,第80話 トッキューの兵悟,True
週刊少年マガジン,クニミツの政,最終幕 「政」の終わり、「政」の始まり,True
週刊少年マガジン,ファッションリーダー今井正太郎,第1話 01 おしゃれって、何だ?,True
週刊少年マガジン,スクールランブル,#150 LEGAL EAGLES,True
週刊少年マガジン,ぼくらの戦国白球伝,第1話 野球伝来,True
週刊少年マガジン,ROSE HIP ZERO,,True
週刊少年マガジン,あひるの空,第79話 運命の20分,True
週刊少年マガジン,涼風,#78 横浜,True
週刊少年マガジン,魔法先生 ネギま! MAGISTER NEGI MAGI,110時間目 気になるアイツは、クウネル・サンダース,True
週刊少年マガジン,金田一少年の事件簿,オペラ座館・第三の殺人 4,True
週刊少年マガジン,さよなら絶望先生,第21話 「きもすぎて悲しみの市」,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.91 記憶の世界,True
週刊少年マガジン,女子大生家庭教師 濱中アイ,100 生徒と教師を繋ぐ腸詰め,True
週刊少年マガジン,金田一少年の事件簿,オペラ座館・第三の殺人 1,True
週刊少年マガジン,ROSE HIP ZERO,MISSION.15,True
週刊少年マガジン,Get Backers 奪還屋,Act.12 失われた刻を奪り還せ! 21,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.89 偽りの理由,True
週刊少年マガジン,090 -えこといっしょ-,1 call 携帯電話を買いました。,True
週刊少年マガジン,コマコマ,初手:駒は金成り,True
週刊少年マガジン,エア・ギア,Trick:102,True
週刊少年マガジン,RAVE,最終話 終わらない旅,True
週刊少年マガジン,ゴッドハンド輝,第200話 心房中隔欠損症,True
週刊少年マガジン,探偵学園Q,最終話 名探偵になるために,True
週刊少年マガジン,ケンコー全裸系水泳部 ウミショー,,True
週刊少年マガジン,涼風,#67 失踪,True
週刊少年マガジン,魔法先生 ネギま! MAGISTER NEGI MAGI,100時間目 秘められた記憶,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.83 最後の難関,True
週刊少年マガジン,あひるの空,第67話 そして決戦へ,True
週刊少年マガジン,FullSPEC,No.1 10 years,True
週刊少年マガジン,SAMURAI DEEPER KYO,其之268 生涯一度,True
週刊少年マガジン,クニミツの政,第200幕 「市長選挙編 5 ダーティー政治家」,True
週刊少年マガジン,RAVE,RAVE:286 生きてこそ…,True
週刊少年マガジン,Over Drive,1rpm Allez! Shinozaki!,True
週刊少年マガジン,ROSE HIP ZERO,,True
週刊少年マガジン,VINLAND SAGA  ヴィンランド・サガ,第1話 北人,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.74 君の強さ,True
週刊少年マガジン,あひるの空,第60話 茂吉,True
週刊少年マガジン,Get Backers 奪還屋,Act.12 失われた刻を奪り還せ!～プロローグ 3～,True
週刊少年マガジン,クニミツの政,第191幕 「オレッチは江戸っ子よ!」,True
週刊少年マガジン,魔法先生 ネギま! MAGISTER NEGI MAGI,85時間目 オトナの味ってどんな味?,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.69 回り始める世界,True
週刊少年マガジン,あひるの空,第53話 追撃開始!!,True
週刊少年マガジン,涼風,#48 相談,True
週刊少年マガジン,探偵学園Q,特別番外編 冥探偵ケルベロス 1,True
週刊少年マガジン,トッキュー!!,第45話 神髄,True
週刊少年マガジン,神to戦国生徒会,#8 狼の息吹,True
週刊少年マガジン,あひるの空,第48話 嘘,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.66 永遠の想い,True
週刊少年マガジン,トト!,第1話 「少年と犬」,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.64 途切れた記憶,True
週刊少年マガジン,涼風,#39 二人,True
週刊少年マガジン,神to戦国生徒会,#1 アナタだけのもの,True
週刊少年マガジン,あひるの空,第42話 攻めろ!!,True
週刊少年マガジン,トッキュー!!,第37話 ぬくもり,True
週刊少年マガジン,RAVE,RAVE:259 時を架けた番人,True
週刊少年マガジン,エア・ギア,Trick:74,True
週刊少年マガジン,涼風,#34 口唇,True
週刊少年マガジン,探偵学園Q,第141話 5人の新たなる出発,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.58 天の世界,True
週刊少年マガジン,スクールランブル,#99 スクールランブル,True
週刊少年マガジン,フルたま,BREAK.1 ホームラン打てた,True
週刊少年マガジン,あひるの空,第35話 昇り始めた朝日,True
週刊少年マガジン,金田一少年の事件簿,吸血鬼伝説殺人事件 5,True
週刊少年マガジン,覇王の剣,「義兄弟の誓い」編 第1話 張飛と関羽,True
週刊少年マガジン,スクールランブル,#94 URI GELLER,True
週刊少年マガジン,金田一少年の事件簿,吸血鬼伝説殺人事件 1,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.53 二つの力,True
週刊少年マガジン,探偵学園Q,第140話 「冥王星」のスパイを追え 2,True
週刊少年マガジン,Get Backers 奪還屋,Act.11 VOODOO CHILD 1,True
週刊少年マガジン,M.I.Q.,第1話 ルールが変わった!,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.50 偶像の国,True
週刊少年マガジン,あひるの空,第26話 男の意地と女のプライド,True
週刊少年マガジン,クニミツの政,第157幕 そんなやり方はしなくても,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.48 夢の終わり,True
週刊少年マガジン,あひるの空,第23話 鳶とボールと仲間の痛み,True
週刊少年マガジン,SAMURAI DEEPER KYO,其之225 漢・梵天丸,True
週刊少年マガジン,涼風,#14 出発,True
週刊少年マガジン,探偵学園Q,第131話 吊り橋村殺人事件 7,True
週刊少年マガジン,STAY GOLD,,True
週刊少年マガジン,チェンジング・ナウ,#1 怪奇!!犬男,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.43 見えない未来,True
週刊少年マガジン,あひるの空,第17話 新しい朝,True
週刊少年マガジン,ゴッドハンド輝,第146話 四瑛会大パーティー,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.41 永遠の友,True
週刊少年マガジン,Get Backers 奪還屋 アーリーデイズ,Birth.1 最後のピースを奪り還せ! 1,True
週刊少年マガジン,トッキュー!!,第10話 親子,True
週刊少年マガジン,エア・ギア,Trick:53,True
週刊少年マガジン,伝説の頭 翔,,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.36 孤独の瞳,True
週刊少年マガジン,涼風,#1 大和,True
週刊少年マガジン,おれはキャプテン,第19回 「独裁者」の巻,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.34 桜の国,True
週刊少年マガジン,トッキュー!!,第4話 邂逅,True
週刊少年マガジン,あひるの空,第6話 小さな乱入者,True
週刊少年マガジン,WILD BASEBALLERS,36th なすすべ、無し,True
週刊少年マガジン,麺王フタツキ!,1口目/花丸食道,True
週刊少年マガジン,餓狼伝BOY,Vol.1 出会い,True
週刊少年マガジン,トッキュー!!,第1話 シーマンシップ,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.29 不洛の城,True
週刊少年マガジン,ゴッドハンド輝,第133話 聖夜の願い,True
週刊少年マガジン,あひるの空,第1話 バッシュと少年,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.27 伝説の続き,True
週刊少年マガジン,奇跡の少年,#1 織田勇馬,True
週刊少年マガジン,RAVE,RAVE:216 冒涜の代償,True
週刊少年マガジン,フードハンター双雷伝,第1話 夢の果実,True
週刊少年マガジン,涼風,,True
週刊少年マガジン,SAMURAI DEEPER KYO,其之201 人にあらざる者,True
週刊少年マガジン,伝説の頭 翔,,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.22 互いの結末,True
週刊少年マガジン,勝負師伝説 哲也 雀聖と呼ばれた男,第285話 マジック＆トリック!,True
週刊少年マガジン,天才料理少年 味の助,第1皿 天才少年シェフ・味の助現る!!,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.20 終局の戦闘,True
週刊少年マガジン,エア・ギア,Trick:38,True
週刊少年マガジン,クニミツの政,第126話 サイは投げられた,True
週刊少年マガジン,ゴッドハンド輝,第122話 ハスラードリーム,True
週刊少年マガジン,伝説の頭 翔,,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.16 虚ろの記憶,True
週刊少年マガジン,スクールランブル,#45 Love Me Tender,True
週刊少年マガジン,おれはキャプテン,第1回 「新キャプテン誕生」の巻,True
週刊少年マガジン,Get Backers 奪還屋,Act.10 永遠の絆を奪り還せ! 33,True
週刊少年マガジン,ジゴロ次五郎,第60速 黒焦げの挑戦状,True
週刊少年マガジン,女子大生家庭教師 濱中アイ,001 濱中アイ,True
週刊少年マガジン,WILD BASEBALLERS,,True
週刊少年マガジン,フードハンター双雷伝,,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.11 炎の巧断,True
週刊少年マガジン,伝説の頭 翔,,True
週刊少年マガジン,エア・ギア,Trick:29,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.7 繋がる世界,True
週刊少年マガジン,勝負師伝説 哲也 雀聖と呼ばれた男,第269話 知覧の男,True
週刊少年マガジン,ジゴロ次五郎,第51速 あの手この手こりゃ痛っ手ェ!!,True
週刊少年マガジン,クニミツの政,第110幕 そんなことができたらいいな,True
週刊少年マガジン,ゴッドハンド輝,第108話 赤ちゃん教育,True
週刊少年マガジン,WILD BASEBALLERS,10th Answer,True
週刊少年マガジン,探偵学園Q,第91話 DDS科学研究所へ 1,True
週刊少年マガジン,RAVE,RAVE:190 生きる力,True
週刊少年マガジン,Get Backers 奪還屋,Act.10 永遠の絆を奪り還せ! 21,True
週刊少年マガジン,ツバサ ～RESERVoir CHRoNiCLE～,Chapitre.1 始まりの世界,True
週刊少年マガジン,シュート! ～蒼きめぐり逢い～,,True
週刊少年マガジン,クニミツの政,第106幕 腐れヤクザ,True
週刊少年マガジン,賭博師 梟,第1話 五稜郭,True
週刊少年マガジン,探偵学園Q,第86話 魔矢姫伝説殺人事件 4,True
週刊少年マガジン,RAVE,RAVE:186 悪意の種,True
週刊少年マガジン,シチサンメガネ,ステージ13 一番すごい夢,True
週刊少年マガジン,探偵学園Q,第84話 魔矢姫伝説殺人事件 2,True
週刊少年マガジン,ゴッドハンド輝,第98話 北見のヒント,True
週刊少年マガジン,WILD BASEBALLERS,1st. 刺青の男,True
週刊少年マガジン,ゴッドハンド輝,第97話 最大の壁,True
週刊少年マガジン,クニミツの政,第100幕 黙ってるわけにゃいかねぇ,True
週刊少年マガジン,奇蹟の犬,シリーズ5 つくね～思い出の味～,True
週刊少年マガジン,ジゴロ次五郎,第39速 ガードレール!クソもれーる!?,True
週刊少年マガジン,探偵学園Q,第81話 「紫雲龍」の怪異,True
週刊少年マガジン,魔法先生 ネギま! MAGISTER NEGI MAGI,1時間目 お子ちゃま先生は魔法使い!,True
週刊少年マガジン,シュート! ～蒼きめぐり逢い～,,True
週刊少年マガジン,エア・ギア,Trick:12,True
週刊少年マガジン,RAVE,RAVE:176 “無限”を超えて,True
週刊少年マガジン,探偵学園Q,第76話:幻奏館殺人事件 12,True
週刊少年マガジン,シチサンメガネ,ステージ1 シチサンメガネ,True
週刊少年マガジン,SAMURAI DEEPER KYO,其之163 最後の“五曜門”,True
週刊少年マガジン,DRAGON VOICE,#96 GRAND FINALE,True
週刊少年マガジン,ゴッドハンド輝,第87話 大恩人,True
週刊少年マガジン,シュート! ～蒼きめぐり逢い～,,True
週刊少年マガジン,ぱすてる,ミラクル23. 恋愛交差点,True
週刊少年マガジン,クニミツの政,特別番外編 ～夢のはじまり～,True
週刊少年マガジン,Get Backers 奪還屋,Act.10 永遠の絆を奪り還せ! 3,True
週刊少年マガジン,ガチャガチャ,CAPSULE.16 アメリカン・ビューティー❤,True
週刊少年マガジン,探偵学園Q,第69話:幻奏館殺人事件 5,True
週刊少年マガジン,GOLDRUSH!,#1 オリンピックへ行こう,True
