アニメ作品ID,アニメ作品名,放送曜日,合計話数
C12715,スペースオズの冒険,月,23
C13500,宮西達也劇場 おまえ うまそうだな,月,4
C15527,戦国無双,月,12
C14677,額縁をくぐって物語の中へ　[スペシャル],月,1
C12917,［おどれ!タイポ］［第3期］,月,6
C12919,いない いない ばあっ!［第8期］,月,17
C14787,muv-luv alternative TOTAL ECLIPSE,月,26
C12923,10本アニメ,月,1
C14683,だじゃれ パラパラ,月,4
C8696,おばけの…ホーリー,月,32
C13734,人類は衰退しました,月,12
C10606,まっすぐにいこう。,月,1
C15546,みんなだいすき そらジロー,月,17
C10544,コロッケ!［第1期］,月,50
C14775,パブー ＆モジーズ,月,1
C16188,戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン-,月,24
C9094,魔法騎士レイアース,月,49
C10022,ベイビーフィリックス,月,9
C13799,みつ どもえ 特別編,月,1
C10028,CYBERSIX,月,13
C13508,荒川アンダー ザ ブリッジ*2,月,13
C8794,花の魔法使い マリーベル,月,50
C15535,[せかいのおはなし シリーズ],月,2
C10030,人造人間 キカイダー THE ANIMATION,月,13
C12929,ケロケロキングデラックス プラス,月,6
C10026,犬夜叉,月,168
C16125,潔癖男子! 青山くん,月,13
C10571,忍たま乱太郎[第11期],月,17
C12319,爆球HIT! クラッシュビーダマン,月,50
C9989,ハムスター 倶楽部,月,25
C12813,おじゃる丸[第4期],月,18
C13504,"ヨスガノソラ In solitude, where we are least alone.",月,12
C15776,きょうの料理 ビギナーズ [第9期],月,23
C12335,お茶犬 ～「ほっ」とものがたり～,月,13
C14009,こんなこと できません,月,1
C14778,100分 de 名著,月,32
C13524,薄桜鬼 新選組 奇譚 碧血録,月,11
C8770,横山光輝 三国志,月,1
C13797,みつ どもえ 増量中!,月,8
C16117,有頂天家族2,月,13
C12799,忍たま 乱太郎 [第8期],月,18
C10042,ピポパポ パトルくん,月,13
C15753,ミニ はま MINIMUM-HAMATORA,月,10
C8524,まんが日本史［NHK版］,月,40
C15774,ガンバレー部 NEXT!,月,6
C16124,バトルガール ハイスクール,月,12
C10569,おじゃる丸[第6期］,月,18
C12771,はりもぐハーリー[第2期],月,11
C10038,ドッとKONIちゃん,月,1
C12797,アニメ!! ピンカと海のお友達,月,23
C14779,氷菓,月,22
C12375,アクビ Girl,月,1
C9851,WILD ARMS TV,月,22
C12321,よみがえる空 ──RESCUE WINGS,月,13
C12933,えいごでいっしょ! WAKU★WAKU ペンギー★,月,13
C10478,MO*USE[マウス],月,12
C9257,バーチャファイター[第1期],月,24
C13765,フジログ[第1期],月,13
C10628,福島民話館 ねえ みんな…,月,1
C10636,お茶犬 ちょこっとものがたり,月,26
C13496,食パン ミミー,月,12
C15767,おそ松さん,月,1
C14689,はなかっぱ[第2期],月,15
C9859,101 101匹わんちゃん,月,9
C12910,DigiGirlデジガールPOP!STRAWBERRY ＆ POP MIX FLAVOR,月,26
C12937,R.O.D THE TV,月,8
C9279,爆走兄弟レッツ＆ゴー!!,月,52
C13729,スイッチ OH! くん,月,20
C9281,バケツでごはん,月,20
C12385,GEKIFU 妖逆門,月,51
C13803,もしドラ　もし高校野球の女子マネージャーが　ドラッカーの『マネジメント』を読んだら,月,2
C13976,男子高校生 の日常,月,3
C14770,忍たま 乱太郎[第20期],月,19
C15747,シュヴァルツェスマーケン,月,12
C10496,かっぱまき,月,26
C15524,Go! プリンセスプリキュア,月,1
C9283,名探偵コナン,月,362
C15746,赤髪の白雪姫［第2期］,月,12
C15572,サムソンの ダジャレDE英単語,月,8
C15744,灰と幻想の グリムガル,月,12
C9164,行け! 稲中卓球部,月,2
C15745,ハルタとチカは青春する ハルチカ HARUTA ＆ CHIKA,月,12
C12383,ぜんまいざむらい,月,36
C14671,[リコーダー　と　ランドセル ミ★],月,13
C12381,涼宮ハルヒの憂鬱,月,14
C14774,はなかっぱ[第3期],月,9
C9997,"Z.O.E Dolores,i",月,1
C15777,ゴー!ゴー! キッチン戦隊 クックルン,月,18
C10524,ASTRO BOY 鉄腕アトム,月,1
C14637,クッキンアイドル アイ!マイ! まいん![第2期],月,21
C10062,Dr.リンにきいてみて!,月,51
C10066,ビップとバップ “The Adventures of Bip ＆ Bap”,月,3
C10005,探偵少年カゲマン,月,2
C10068,ネコのさくせん,月,1
C14676,おんがく♪ 世界りょこう,月,1
C15581,ナンダカ ベロニカ,月,2
C8762,キン肉マン キン肉星王位争奪編,月,1
C10476,爆転シュートベイブレード Gレボリューション,月,51
C14764,超ロボット生命体 トランスフォーマー プライム,月,1
C12701,ひとりでできるもん!［第1期］,月,22
C12377,ARIA The NATURAL,月,30
C14673,いない いない ばあっ![第16期],月,22
C12379,School Rumble 二学期,月,26
C10512,カレイドスター,月,1
C10076,こみっくパーティー,月,13
C15834,闇 芝* 居[第3期],月,13
C8684,ピグマリオ,月,39
C15559,ONE PUNCH MAN ワンパンマン,月,24
C15835,Re:ゼロ から始める異世界生活,月,25
C10516,冒険遊記 プラスターワールド,月,1
C12817,［おどれ!タイポ］［第1期］,月,10
C15556,闇 芝* 居[第2期],月,13
C12803,Slimy Monsters ANGJA MONGJA[第2期],月,13
C9193,アリス 探偵局[第1期],火,27
C12585,らぶドル Lovely Idol,火,12
C14704,おじゃる丸[第15期],火,19
C12583,BLACK LAGOON The Second Barrage,火,12
C11826,純愛コスメティックアニメ美肌一族,火,12
C14979,Ｍ３ ソノ黑キ鋼,火,24
C15039,ハナヤマタ,火,12
C11623,GUNSLINGER GIRL.IL TEATRINO,火,14
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,火,13
C11824,黒塚 KUROZUKA,火,13
C14985,Ｒｅ:［* HAMATORA リプライハマトラ,火,12
C12801,いない いないばあっ!［第5期］,火,6
C9197,ニャッキ!,火,28
C14585,いない いない ばあっ![第14期],火,23
C16165,異世界食堂,火,24
C12840,Mr.Digital TOKORO the comical cartoon [第2期],火,24
C12612,魔法食堂チャラポンタン,火,4
C14677,額縁をくぐって物語の中へ　[スペシャル],火,1
C9528,KAIKAN フレーズ,火,18
C12844,ムービングマンガ劇場 恐怖の夢路館,火,1
C14675,おべとも学園[第4期],火,40
C11802,乃木坂春香の秘密,火,12
C9014,レッドバロン,火,49
C11800,夏目友人帳,火,13
C12799,忍たま 乱太郎 [第8期],火,16
C12838,だぁ!だぁ!だぁ! ［第2期］,火,40
C13071,ななみちゃんのわくわくどうぶつえん,火,2
C14706,おべとも学園[第5期],火,40
C9536,わたせ せいぞう ひと粒の恋,火,1
C9012,覇王大系リューナイト,火,51
C11658,Mission E,火,12
C13109,いない いない ばあっ! [第11期],火,18
C11740,うちの3姉妹,火,101
C11738,ヴァンパイア騎士[ナイト],火,13
C15020,ディーふらぐ! D-FRAGMENTS,火,12
C11664,THE UNKNOWN GIRL FRIENDケメコデラックス!,火,12
C12639,ドラえもん［新・第2期］,火,3
C16170,わしも[第5シリーズ],火,17
C9189,ロボットパルタ［シリーズ］,火,19
C15019,ちょぼらうにょぽみ劇場 第二幕 あいまいみー ～妄想カタストロフ～,火,13
C9543,SURF SIDE HIGH-SCHOOL,火,5
C14683,だじゃれ パラパラ,火,1
C9181,カラオケ戦士マイク次郎[25分版],火,20
C12701,ひとりでできるもん!［第1期］,火,19
C12641,絶体絶命 でんぢゃらす じーさん [第3期],火,23
C12681,ドラえもん［新］,火,1
C15001,おじゃる丸［第17期］,火,14
C12657,ヒピラくん 原作/大友克洋,火,2
C9551,バーバパパ 世界をまわる,火,10
C15006,ガンダムさん,火,14
C12819,いない いない ばあっ!［第6期］,火,21
C14689,はなかっぱ[第2期],火,14
C13105,忍たま 乱太郎[第14期],火,10
C11742,モノクローム・ファクター,火,24
C16020,ポケットモンスター サン＆ムーン,火,1
C12823,Popin,火,10
C11681,遊☆戯☆王5D'S,火,1
C16019,100％ パスカル先生,火,1
C9156,あずきちゃん,火,38
C12643,五味太郎 ことわざムービーズ,火,35
C14670,のんのんびより,火,12
C14669,忍たま 乱太郎 [第21期],火,15
C12813,おじゃる丸[第4期],火,18
C12815,忍たま乱太郎［第9期］,火,17
C14594,きょうの料理 ビギナーズ[第3期],火,24
C13077,キララと一緒に ふしぎ探検,火,8
C12620,うっかりペネロペ,火,5
C12833,ポキポキ アニメ,火,3
C13081,FNS地球特捜隊 ダイバスター［シリーズ］,火,1
C14994,アオハライド THE SCENT OF AIR AFTER THE RAIN… I HEARD YOUR PULSE. I SAW THE LIGHT.,火,12
C14678,学校の コワイ うわさ 新 花子さんがきた!!,火,18
C11647,チーズスイートホーム,火,26
C13111,パンツ コインちゃん,火,4
C9010,〔○超〕くせになりそう❤,火,39
C12771,はりもぐハーリー[第2期],火,12
C16014,ムズムズ18 エイティーン [第3期],火,2
C16166,アイドルマスター シンデレラガールズ劇場,火,29
C11649,リトル・チャロ,火,1
C11780,いじいじくん,火,4
C12769,あずきちゃん[第3期],火,39
C14673,いない いない ばあっ![第16期],火,22
C14667,にゅるにゅる!! KAKUSENくん,火,21
C14587,おじゃる丸[第12期],火,20
C12632,忍たま乱太郎［第13期］,火,11
C12757,あずきちゃん[第2期],火,38
C9539,日本一の男の魂2,火,9
C11656,Qファイターズ!チョロQデッキシステム,火,1
C9008,ジーンダイバー,火,28
C14698,Another,火,11
C12831,いない いない ばあっ!［第10期］,火,18
C13107,おじゃる丸[第9期],火,18
C14701,宇宙兄弟,火,1
C12630,おじゃる丸［第8期］,火,18
C11774,WORLDDESTRUCTION世界撲滅の六人,火,13
C14679,神のみぞ知るセカイⅡ,火,11
C12626,ふしぎ大調査,火,20
C11766,ULTRAVIOLETCode 044,火,12
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,火,13
C12277,Strawberry Panic,火,26
C12579,ときめき メモリアル Only Love,火,25
C12983,ゴキブリ ちゃん,火,8
C9285,るろうに剣心―明治剣客浪漫譚―,火,35
C14628,ウチュレイ![2010夏],火,5
C12134,怪談レストラン,火,23
C12135,Disney スティッチ! いたずらエイリアンの大冒険,火,29
C16095,ちるらん にぶんの壱,火,12
C14836,黒子の バスケ[第2期],火,1
C14772,薄桜鬼 新選組 奇譚 黎明録,火,12
C12975,桂三枝の アニメで一席,火,1
C12120,君に届け,火,1
C12150,れでぃ×ぱと! Ladies versus Butlers!,火,12
C16096,恋と嘘,火,12
C12919,いない いない ばあっ!［第8期］,火,17
C12158,ソ・ラ・ノ・ヲ・ト,火,12
C12160,増田こうすけ劇場 ギャグ マンガ 日和 +[プラス],火,1
C12363,おねがいマイメロディ くるくるシャッフル!,火,1
C12969,CHIBIMARU,火,25
C14775,パブー ＆モジーズ,火,1
C14828,きょうの料理　ビギナーズ　[第7期],火,8
C9297,忍たま乱太郎[第4期],火,24
C14774,はなかっぱ[第3期],火,9
C12985,せかいのえほん,火,25
C12116,乃木坂春香の 秘密 ぴゅあ れっつぁ♪,火,12
C12114,こばと。,火,24
C12421,だんご3兄弟 あっという間劇場,火,4
C14857,スパロウズ　ホテル　[第2期],火,6
C12076,宙[そら]のまにまに,火,12
C14856,スパロウズ　ホテル　[第1期],火,6
C12419,キティズパラダイス,火,39
C14627,いない いない ばあっ![第15期],火,22
C14853,すすめ! キッチン戦隊 クックルン,火,4
C14762,超速変形 ジャイロゼッター,火,51
C14763,超訳百人一首 うた恋い。,火,13
C14851,翠星のガルガンティア,火,13
C14647,J.ブンガク　世界が愛した ニホンの感性　[第2期],火,1
C12393,SIMOUN,火,26
C9080,親子クラブ,火,305
C12391,銀魂,火,26
C12389,うたわれるもの,火,26
C14769,NARUTO SD[すごいどりょく] ロック・リーの 青春フルパワー忍伝,火,51
C12102,犬夜叉 完結編,火,26
C9392,春庭家の3人目,火,9
C14770,忍たま 乱太郎[第20期],火,19
C14645,こたつたこ,火,1
C12383,ぜんまいざむらい,火,36
C12921,てれび絵本,火,97
C9247,モジャ公,火,50
C12176,フラカッパー,火,24
C11621,ARIAThe ORIGINATION,火,13
C9333,アリス探偵局[第2期],火,28
C14813,うっかりペネロペ,火,13
C14785,マジでオタクなイングリッシュ! りぼんちゃん 英語で戦う魔法少女 the TV,火,6
C16107,スタミュ 高校星歌劇[第2期],火,12
C16108,アイドルタイムプリパラ,火,26
C14634,カルルと ふしぎな塔[シリーズ],火,1
C14809,犬とハサミは 使いよう,火,12
C12299,あそびに いくヨ!,火,12
C12941,GAD GUARD ［完全版］,火,6
C14637,クッキンアイドル アイ!マイ! まいん![第2期],火,15
C12295,DiSNEY スティッチ! ずっと最高のトモダチ,火,29
C12253,閃光のナイトレイド,火,14
C12255,迷い猫 オーバーラン!,火,13
C12939,ミニモニ。じゃてーびぃー,火,3
C14792,ゆるめいつ　3でぃ　PLUS,火,13
C14801,蒼き鋼の アルペジオ -ARS NOVA-,火,12
C14636,きょうの料理 ビギナーズ[第4期],火,19
C12937,R.O.D THE TV,火,6
C14795,ライチ　☆[DE]　光クラブ,火,8
C9315,B'T X,火,1
C12249,WORKING!!,火,12
C9309,こどものおもちゃ,火,2
C9348,花より男子,火,1
C12929,ケロケロキングデラックス プラス,火,6
C14824,がんばれ! ルル ロロ TINY★TWIN★BEARS,火,5
C9082,忍たま乱太郎 第2期,火,24
C14776,パンダの たぷたぷ,火,86
C9299,天空のエスカフローネ,火,26
C9358,魔法少女プリティサミー,火,1
C14630,おかわり3姉妹,火,28
C12947,ハムハムとボク,火,1
C12923,10本アニメ,火,4
C9354,超者ライディーン,火,1
C14631,おべとも学園[第2期],火,12
C14632,おべとも学園[第3期],火,40
C9352,セイバーマリオネットJ,火,25
C12925,Yum. Yum. Yummy[第3期],火,5
C12201,はなかっぱ,火,15
C12945,トムトム★ブー,火,5
C9090,魔法陣グルグル,火,1
C12325,プレイボール 2nd,火,13
C12203,リトル・チャロ2 英語に恋する物語,火,1
C12323,おろしたてミュージカル 練馬大根ブラザーズ,火,12
C9350,機動戦艦ナデシコ Martian Successor NADESICO,火,25
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,火,1
C12951,ぱずりーず,火,5
C13070,[おかあさんと あそぼっ!] きょうの おはなし,火,3
C9418,のらねこダウンタウン,火,2
C12896,よばれてとびでて! アクビちゃん［第2期］,火,6
C12538,忍たま乱太郎[第7期],火,16
C12532,けろけろけろっぴ はすのうえタウン危機一髪!,火,6
C9213,はりもぐハーリー[第1期],火,16
C11920,続夏目友人帳,火,13
C14656,おじゃる丸[第16期],火,14
C11922,宇宙[そら]をかける少女,火,26
C13056,ビーンワールド,火,1
C12525,無敵看板娘,火,24
C14911,マジンガーZIP!,火,32
C13058,人形アニメーションリカちゃん,火,3
C12523,僕等がいた,火,26
C14718,クッキンアイドル　アイ!マイ!　まいん![第4期],火,16
C12519,和和和 ワッピちゃん,火,16
C11938,クッキンアイドルアイ!マイ!まいん!,火,15
C12874,いない いない ばあっ!［第7期］,火,20
C9217,マスターモスキートン'99,火,26
C11940,チーズスイートホームあたらしいおうち,火,26
C11944,マリー＆ガリー,火,39
C12511,結界師,火,15
C12275,女子高生 “GIRL'S-HIGH”,火,12
C12521,COYOTE Ragtime Show,火,12
C9497,忍たま乱太郎[第5期],火,21
C14917,迷宮家族,火,12
C12540,ぴりっとQ,火,23
C14602,太宰 治生誕百年短編小説集,火,1
C12577,D.Gray-man,火,103
C13068,おじゃる丸[第10期],火,19
C14968,魔法少女大戦,火,26
C12575,ウサハナ 夢みるバレリーナ,火,7
C13066,忍たま 乱太郎[第15期],火,12
C14708,紙兎 ロペ 笑う朝には福来たるって マジっすか!?,火,106
C14709,神様 はじめました,火,13
C16046,忍者 ハットリくん [インド版][第3期],火,52
C13064,コロコロアニマル,火,12
C12559,HANOKA 葉ノ香,火,12
C12553,パッタ ポッタ モン太,火,44
C11875,刀語[カタナガタリ],火,3
C14927,弱虫ペダル,火,37
C9501,学級王ヤマザキ,火,1
C12848,ミニモニ。やるのだぴょん,火,13
C14710,かよえ! チュー学,火,110
C14657,おとぎのくにの　イチジョウマン　7,火,1
C9122,ちびまる子ちゃん［新］,火,1
C14713,君と僕。2,火,13
C11898,VIPER'S CREED,火,13
C9221,ハニ太郎です。,火,14
