アニメ作品ID,アニメ作品名,アニメ作品の合計話数
C9283,名探偵コナン,729
C9285,るろうに剣心―明治剣客浪漫譚―,105
C9287,名犬ラッシー,26
C9289,勇者指令ダグオン,48
C9291,DRAGON BALL GT,66
C9293,みどりのマキバオー,61
C9295,美少女戦士セーラームーン セーラースターズ,34
C9297,忍たま乱太郎[第4期],120
C9299,天空のエスカフローネ,26
C9301,VS騎士ラムネ＆40 炎,26
C9303,はじめ人間 ゴン,117
C9305,水色時代,47
C9307,機動新世紀ガンダムX,39
C9309,こどものおもちゃ,104
C9311,スレイヤーズNEXT,26
C9313,少年サンタの大冒険!,24
C9315,B'T X,25
C9321,地獄先生ぬ～べ～,49
C9323,いじわるばあさん[新],92
C9329,シンデレラ物語,26
C9331,快傑ゾロ,46
C9333,アリス探偵局[第2期],28
C9341,こちら葛飾区亀有公園前派出所,198
C9344,The Adventure of STRAY SHEEP ストレイシープの大冒険,3
C9346,家なき子レミ,23
C9348,花より男子,51
C9350,機動戦艦ナデシコ Martian Successor NADESICO,26
C9352,セイバーマリオネットJ,25
C9354,超者ライディーン,38
C9356,エルフを狩るモノたち,12
C9358,魔法少女プリティサミー,26
C9360,きこちゃんすまいる,126
C9362,逮捕しちゃうぞ[第1期],51
C9364,YAT安心!宇宙旅行[第1期],50
C9366,わんころべえ,26
C9380,爆走兄弟レッツ＆ゴー!! WGP,51
C9382,マッハGoGoGo[新],34
C9384,EAT-MAN,12
C9386,勇者王ガオガイガー,49
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,26
C9392,春庭家の3人目,45
C9394,ヘリタコぷーちゃん,42
C9398,Bビーダマン 爆外伝,48
C9400,こっちむいてみい子,42
C9402,ふしぎ魔法ファンファンファーマシィー,48
C9404,銀河漂流バイファム13,26
C9410,アンドロイド・アナ MAICO 2010,24
C9418,のらねこダウンタウン,10
C9428,少女革命ウテナ,39
C9430,スーパーフィッシング グランダー武蔵,25
C9434,HAUNTED じゃんくしょん,12
C9436,MAZE★爆熱時空,25
C9438,スレイヤーズTRY,26
C9440,はいぱーぽりす,25
C9442,金田一少年の 事件簿,148
C9444,救命戦士ナノセイバー,28
C9446,白鯨伝説,28
C9450,中華一番,52
C9464,CLAMP学園探偵団,26
C9470,はれときどきぶた,62
C9472,みすて❤ないで デイジー,12
C9474,忍ペンまん丸,60
C9476,あずみマンマ・ミーア,60
C9478,烈火の炎,42
C9483,エルフを狩るモノたち Ⅱ,12
C9485,超魔神英雄伝ワタル,51
C9487,VIRUS ―VIRUS BUSTER SERGE―,12
C9489,バトルアスリーテス大運動会,26
C9491,アニメ がんばれゴエモン,23
C9493,剣風伝説ベルセルク,25
C9495,深海伝説MEREMANOID,24
C9497,忍たま乱太郎[第5期],100
C9499,フォーチュン・クエストL,26
C9501,学級王ヤマザキ,58
C9503,ネクスト戦記EHRGEIZ,12
C9505,ドクタースランプ,93
C9511,BURN-UP EXCESS,13
C9513,『ドリトル先生物語』,13
C9521,異次元の世界エルハザード,12
C9523,AWOL ABSENT WITHOUT LEAVE,12
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,50
C9527,爆走兄弟レッツ＆ゴー!! MAX,51
C9528,KAIKAN フレーズ,44
C9532,ぶぶチャチャ,26
C9534,モアモア［アニメ・実写併用］,14
C9536,わたせ せいぞう ひと粒の恋,3
C9539,日本一の男の魂2,51
C9543,SURF SIDE HIGH-SCHOOL,20
C9545,なんでもQ むしまるQ ゴールド,35
C9547,GTO,46
C9549,下級生,13
C9551,バーバパパ 世界をまわる,50
C9555,スーパーマン,25
C9557,ブギーポップは 笑わない Boogiepop Phantom,13
C9560,万能文化猫娘,12
C9561,DTエイトロン,26
C9563,ふたり暮らし,36
C9565,ビーストウォーズⅡ,43
C9572,小さな巨人 ミクロマン,52
C9574,宇宙海賊ミトの大冒険,13
C9576,火魅子伝,12
C9578,イケてる2人,16
C9580,ビーストウォーズネオ,35
C9582,超発明BOYカニパン,21
C9584,おジャ魔女どれみ,51
C9586,B[ボンバーマン]ビーダマン 爆外伝 V,50
C9588,神風怪盗 ジャンヌ,44
C9592,Petshop of Horrors,4
C9594,デジモン アドベンチャー,54
C9597,トラブル チョコレート,20
C9599,未来少年コナンⅡ タイガアドベンチャー,24
C9600,ロードス島戦記 英雄騎士伝,27
C9602,TRIGUN,26
C9604,カウボーイビバップ,13
C9606,LEGEND OF BASARA,13
C9608,ロスト・ユニバース,26
C9610,アキハバラ電脳組,26
C9612,グランダー武蔵RV レボリューション,39
C9614,たこやきマントマン,154
C9616,遊☆戯☆王,27
C9618,ひみつのアッコちゃん（第3作）,44
C9620,魔法のステージ ファンシーララ,26
C9622,忍たま乱太郎[第6期],60
C9624,ああっ女神さまっ 小っちゃいって事は便利だねっ,48
C9626,アリスSOS,54
C9628,南海奇皇[第1期],24
C9630,カードキャプターさくら,35
C9632,サイレントメビウス,26
C9634,プリンセスナイン如月女子高野球部,26
C9636,ブレンパワード,26
C9638,Weｉβ kreuz,25
C9640,センチメンタル ジャーニー,12
C9642,熱沙の覇王ガンダーラ,26
C9644,YAT 安心!宇宙旅行[第2期],25
C9646,頭文字D,26
C9648,ふしぎなメルモ リニューアル,27
C9650,パニポニ,48
C9654,浦安鉄筋家族,32
C9656,Night Walker ―真夜中の探偵―,12
C9658,影技 SHADOW SKILL,26
C9659,ポポロクロイス物語,25
C9661,おじゃる丸,90
C9663,鉄コミュニケイション,24
C9665,スーパードール★リカちゃん,52
C9667,セイバーマリオネットJ to X,25
C9669,聖ルミナス女学院,13
C9671,MASTER KEATON マスターキートン,24
C9673,LET'Sぬぷぬぷっ,16
C9675,快傑蒸気探偵団 TV ANIMATION SERIES,26
C9677,ジェネレイターガウル,12
C9679,EAT-MAN '98,12
C9681,バブルガムクライシス TOKYO2040,24
C9683,花さか天使テンテンくん,43
C9685,デビルマンレディー,26
C9687,まもって守護月天!,22
C9689,どっきりドクター,27
C9693,よいこ,20
C9695,Only・You ビバ! キャバクラ,15
C9699,超速スピナー,22
C9701,夢で逢えたら,16
C9705,ハムスターサム,1
C9717,日本一の男の魂,48
C9719,爆球連発!! スーパービーダマン,18
C9720,逮捕しちゃうぞ[Special],20
C9724,スージーちゃんと マービー,104
C9728,やんちゃる モンちゃ,36
C9730,十兵衛ちゃん ラブリー眼帯の秘密,13
C9732,カードキャプター さくら[第2期],29
C9736,ゴクドーくん漫遊記,26
C9738,To Heart,13
C9740,ベターマン,26
C9742,神八剣伝,26
C9744,POWER STONE,26
C9746,ムーぽん[第1期],52
C9748,モンスター ファーム ～円盤石の秘密～,48
C9750,それゆけ! 宇宙戦艦ヤマモト・ヨーコ,26
C9752,おじゃる丸[第2期],90
C9754,ArcTheLad,26
C9756,イソップ ワールド,26
C9758,エデンズボゥイ,26
C9760,D4プリンセス,24
C9762,南海奇皇[第2期],25
C9764,星方天使エンジェル リンクス,13
C9766,天使になるもんっ!,26
C9768,A.D. POLICE,12
C9770,デュアル! ぱられルンルン物語,13
C9772,コレクター・ユイ[第1期],26
C9774,∀ GUNDAM,50
C9778,キョロちゃん,90
C9780,メダロット,52
C9782,-仙界伝- 封神 演義,26
C9784,パパと踊ろう,27
C9786,魔法使いTai!,13
C9788,課長王子,13
C9790,宇宙海賊 ミトの大冒険 2人の女王様❤,13
C9792,愛の若草山物語,12
C9794,おるちゅばんエビちゅ,24
C9796,小梅ちゃんが行く!!,12
C9798,チックン タック,16
C9800,人形[からくり]草紙 あやつり 左近,26
C9802,ゾイド,67
C9804,COLORFUL,15
C9806,アレクサンダー戦記［合作］,13
C9808,GREGORY HORROR SHOW,16
C9810,サイボーグ クロちゃん,66
C9812,魔術士 オーフェン Revenge,23
C9814,ぐるぐるタウンはなまるくん,132
C9816,ごぞんじ! 月光仮面 くん,25
C9818,イッパツ危機娘,16
C9820,臣士魔法劇場 リスキー★セフティ,24
C9822,鋼鉄 天使 くるみ,24
C9825,ジバクくん TWELVE WORLD STORY,26
C9827,地球防衛企業 ダイ・ガード,26
C9829,超生命体 トランスフォーマー ビーストウォーズ メタルス,18
C9831,無限の リヴァイアス,26
C9833,SeraphimCall,12
C9835,BLUE GENDER,26
C9837,へっぽこ 実験アニメーション エクセル❤サーガ,25
C9841,THE ビッグオー,13
C9843,"今、そこにいる僕 NOW AND THEN, HERE AND THERE",13
C9845,週刊ストーリーランド,73
C9847,頭文字[[イニシャル]]D Second Stage,13
C9849,ハンター×ハンター,62
C9851,WILD ARMS TV,22
C9853,レレレの 天才バカボン,66
C9855,ONE PIECE,783
C9857,いつも心に太陽を!,18
C9859,101 101匹わんちゃん,46
C9861,ヨシモト ムチッ子物語[CG版],83
C9863,ビックリマン2000,68
C9865,Di Gi Charat,16
C9867,お茶の水博士の 20世紀の贈りもの,5
C9869,風雲! 戦国を駆ける武将 ～ アニメ 静岡県史～,13
C9875,MONKEY MAGiC,13
C9877,超特急 ヒカリアン JAPAN HIKARIAN RAILROAD[第3期],52
C9879,POPEE the ぱフォーマー,41
C9881,女神候補生,12
C9883,六門天外 モンコレナイト,51
C9885,風まかせ 月影蘭,13
C9887,OH! スーパーミルクちゃん,12
C9889,マシュランボー,32
C9891,おジャ魔女どれみ♯,49
C9893,ニャニが ニャンだー ニャンダーかめん,72
C9895,マイアミ★ガンズ,13
C9897,だぁ!だぁ!だぁ! ［第1期］,39
C9899,GREGORY HORROR SHOW -THE SECOND GUEST-,25
C9901,KakiKakiBook,10
C9903,へろへろくん,104
C9905,ぞうの ババール,13
C9907,電脳おやじ,66
C9909,ファーブル先生は 名探偵,26
C9911,アニメ 浪曲紀行 清水次郎長伝,30
C9913,くまの子ウーフ,15
C9915,NieA_7 domestic poor@nimation,13
C9919,モンスター ファーム ～伝説[レジェンド]への道～,25
C9921,デジモン アドベンチャー0*2,50
C9923,GATE KEEPERS,24
C9925,銀装騎攻 オーディアン,24
C9927,幻想魔伝 最遊*記,50
C9929,ドキドキ❤伝説 魔法陣グルグル,38
C9931,Tales of Eternia THE ANIMATION,13
C9933,爆転シュート ベイブレード,51
C9935,グラップラー刃牙,24
C9937,地球少女アルジュナ,12
C9939,地球防衛家族,13
C9941,ファイナル ファンタジー:アンリミテッド,25
C9943,X,24
C9946,タイムボカン2000 怪盗 きらめき マン,26
C9948,トランスフォーマー カーロボット,39
C9950,陽だまりの樹,25
C9952,サクラ大戦,25
C9954,BOYS BE…,13
C9956,コレクター・ユイ [第2期],27
C9958,星界の戦旗,15
C9960,うちゅう人 田中太郎,24
C9962,遊☆戯☆王 デュエルモンスターズ,227
C9964,ラブひな,24
C9966,妖しのセレス,24
C9970,とっとこハム太郎,194
C9973,BRIGA DOON まりん と メラン,28
C9975,HAND MAiD May,10
C9981,じゃがいぬくん,2
C9983,Di Gi Charat サマースペシャル 20*0*0*,4
C9985,GREGORY HORROR SHOW ―THE LAST TRAIN―,26
C9987,BARRY PARTY,26
C9989,ハムスター 倶楽部,130
C9991,闇の末裔,12
C9993,VANDREAD,14
C9995,仰天人間バトシーラー,52
C9997,"Z.O.E Dolores,i",27
C9999,逮捕しちゃうぞ［SECOND SEASON］,26
