acid,acname,asid,n_ae,first_date,last_date,crtid,crtname
C15898,12歳。 ～ちっちゃなムネのトキメキ～ [第2期],C5923,12,2016-10-03,2016-12-19,ACRT00247,まいた菜穂
C15899,アイドル メモリーズ,C6502,12,2016-10-03,2016-12-19,ACRT00047,HappyElementsAsiaPacific
C15900,ステラのまほう,C6503,12,2016-10-03,2016-12-19,ACRT00178,くろば・U
C15901,3ねんDくみ ガラスの仮面,C6766,13,2016-10-03,2016-12-26,ACRT01237,美内すずえ
C15902,怪 盗 ジョーカー MYSTERIOUS JOKER [第4期],C5894,13,2016-10-03,2016-12-26,ACRT00201,たかはしひでやす
C15903,あおおに ～じ・あにめぇしょん～,C6485,12,2016-10-03,2016-12-26,ACRT00126,noprops
C15904,3月のライオン March comes in like a lion,C6525,27,2016-09-18,2016-12-29,ACRT01241,羽海野チカ
C15905,ALL OUT!!,C6526,12,2016-10-07,2016-12-23,ACRT01365,雨瀬シオリ
C15908,ちょびっと づかん,C3697,25,2016-07-03,2016-12-25,ACRT00225,なばたとしたか
C15908,ちょびっと づかん,C3697,25,2016-07-03,2016-12-25,ACRT00535,ロクリン社
C15909,ネトゲの嫁は 女の子じゃない と思った？,C6406,12,2016-04-07,2016-06-23,ACRT00048,Hisasi
C15909,ネトゲの嫁は 女の子じゃない と思った？,C6406,12,2016-04-07,2016-06-23,ACRT01243,聴猫芝居
C15911,ももくり,C6407,14,2016-07-01,2016-09-30,ACRT00177,くろせ
C15912,12歳。 ～ちっちゃなムネのトキメキ～[第1期],C5923,12,2016-04-04,2016-06-20,ACRT00247,まいた菜穂
C15913,田中くんは いつも けだるげ,C6413,12,2016-04-10,2016-06-26,ACRT00305,ウダノゾミ
C15914,七つの大罪 聖戦の予兆[しるし] The Seven Deadly Sins -Signs of holy war-,C5904,4,2016-08-28,2016-09-18,ACRT01346,鈴木央
C15916,ベルセルク[新],C2024,12,2016-07-09,2016-09-24,ACRT00554,三浦建太郎
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,C6415,12,2016-07-10,2016-09-25,ACRT00057,KADOKAWA
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,C6415,12,2016-07-10,2016-09-25,ACRT00398,セガ
C15937,TERRA FORMARS REVENGE,C5719,13,2016-04-02,2016-06-25,ACRT01035,橘賢一
C15937,TERRA FORMARS REVENGE,C5719,13,2016-04-02,2016-06-25,ACRT01317,貴家悠
C15938,ビッグ オーダー,C6193,10,2016-04-16,2016-06-18,ACRT00166,えすのサカエ
C15939,迷 家[マヨイガ],C6475,12,2016-04-09,2016-06-25,ACRT00087,Ponycanyon
C15939,迷 家[マヨイガ],C6475,12,2016-04-09,2016-06-25,ACRT00123,diomedea
C15940,学戦都市 アスタリスク THE ASTERISK WAR The Academy City on the Water[第2期],C6162,12,2016-04-07,2016-06-23,ACRT00127,okiura
C15940,学戦都市 アスタリスク THE ASTERISK WAR The Academy City on the Water[第2期],C6162,12,2016-04-07,2016-06-23,ACRT00545,三屋咲ゆう
C15941,ハンドレッド,C6476,12,2016-04-04,2016-06-20,ACRT00744,大熊猫介
C15941,ハンドレッド,C6476,12,2016-04-04,2016-06-20,ACRT01226,箕崎准
C15945,おそ松さん おうまでこばなし,C1179,10,2016-12-13,2016-12-13,ACRT01322,赤塚不二夫
C15951,Bloodivores,C6493,12,2016-10-01,2016-12-17,ACRT01156,白驍
C15952,うちのタマ知りませんか? タマ ＆ フレンズ,C7094,14,2016-10-01,2016-12-31,ACRT00404,ソニー・クリエイティブプロダクツ
C15953,ブブキ・ブランキ 星の巨人,C6372,12,2016-10-01,2016-12-17,ACRT00095,Quadrangle
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,C4466,13,2016-04-05,2016-06-28,ACRT00474,ブロッコリー
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,C4466,13,2016-04-05,2016-06-28,ACRT00559,上松範康
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,C4466,13,2016-04-05,2016-06-28,ACRT00629,倉花千夏
C15956,マジきゅんっ! ルネッサンス,C6498,13,2016-10-02,2016-12-25,ACRT01173,矢立肇
C15957,機動戦士ガンダム 鉄血のオルフェンズ [第2期],C6202,14,2016-09-25,2016-12-25,ACRT00783,富野由悠季
C15957,機動戦士ガンダム 鉄血のオルフェンズ [第2期],C6202,14,2016-09-25,2016-12-25,ACRT01173,矢立肇
C15958,タイガーマスク W,C1934,12,2016-10-02,2016-12-25,ACRT00995,梶原一騎
C15958,タイガーマスク W,C1934,12,2016-10-02,2016-12-25,ACRT01327,辻なおき
C15959,おはよう！ コケッコー さん,C5514,13,2016-10-02,2016-12-25,ACRT00174,かろくこうぼう
C15960,こねこのチー ポンポンらー大冒険,C3338,13,2016-10-02,2016-12-25,ACRT00183,こなみかなた
C15961,ぴったんこ! ねこざかな,C6341,13,2016-10-02,2016-12-25,ACRT00267,わたなべゆういち
C15962,モンスター ハンター ストーリーズ ライド オン RIDE ON,C4441,13,2016-10-02,2016-12-25,ACRT00018,CAPCOM
C15963,刀剣乱舞 花丸,C6500,12,2016-10-03,2016-12-19,ACRT00028,DMMGAMES
C15963,刀剣乱舞 花丸,C6500,12,2016-10-03,2016-12-19,ACRT00079,Nitroplus
C15966,灼熱の 卓球娘,C6505,12,2016-10-04,2016-12-20,ACRT00929,朝野やぐら
C15967,〔侍霊演武/SOUL BUSTER〕 將星乱,C6506,12,2016-10-04,2016-12-27,ACRT01154,白猫
C15968,TRICKSTER ――― 江戸川乱歩 「少年探偵団」より ―――,C6544,12,2016-10-04,2016-12-20,ACRT00056,Jordan森杉
C15968,TRICKSTER ――― 江戸川乱歩 「少年探偵団」より ―――,C6544,12,2016-10-04,2016-12-20,ACRT01067,江戸川乱歩
C15969,WWW.WORKING!!,C3655,13,2016-10-04,2016-12-27,ACRT01399,高津カリノ
C15970,信長の忍び,C6508,14,2016-10-04,2016-12-27,ACRT01336,重野なおき
C15971,CHEATING CRAFT,C6509,12,2016-10-05,2016-12-21,ACRT00677,双子星羅
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,C6604,12,2016-10-05,2016-12-21,ACRT00002,6pack
C15974,てーきゅう[第8期],C4727,12,2016-10-05,2016-12-21,ACRT00085,Piyo
C15974,てーきゅう[第8期],C4727,12,2016-10-05,2016-12-21,ACRT00531,ルーツ
C15975,ナゾトキネ,C6513,13,2016-10-05,2016-12-28,ACRT01194,福士直也
C15976,夏目友人帳 伍,C3392,12,2016-10-05,2016-12-21,ACRT01234,緑川ゆき
C15977,奇異太郎少年の 妖怪絵日記,C6514,12,2016-10-05,2016-12-21,ACRT00878,影山理一
C15978,装神少女 まとい Matoi the Sacred Slayer,C6515,13,2016-10-05,2016-12-28,ACRT00017,BOWI
C15980,魔法少女なんて もういいですから。 セカンドシーズン,C6210,12,2016-10-05,2016-12-21,ACRT00678,双見酔
C15981,文豪ストレイドッグス [第2期],C6347,13,2016-10-06,2016-12-16,ACRT00918,春河35
C15981,文豪ストレイドッグス [第2期],C6347,13,2016-10-06,2016-12-16,ACRT00930,朝霧カフカ
C15982,ユーリ!!! YURI ON ICE,C6516,12,2016-10-06,2016-12-22,ACRT00582,久保ミツロウ
C15982,ユーリ!!! YURI ON ICE,C6516,12,2016-10-06,2016-12-22,ACRT00825,山本沙代
C15983,競女!!!!!!!! HiP WHiP GiRL,C6517,12,2016-10-06,2016-12-22,ACRT01207,空読大智
C15984,フリップ フラッパーズ,C6518,13,2016-10-06,2016-12-29,ACRT00458,ピュア・イリュージョニスト
C15985,ブレイブ ウィッチーズ 第502統合戦闘航空団 World Witches Series,C3289,13,2016-10-06,2016-12-29,ACRT00093,ProjektWorldWitches
C15985,ブレイブ ウィッチーズ 第502統合戦闘航空団 World Witches Series,C3289,13,2016-10-06,2016-12-29,ACRT00847,島田フミカネ
C15986,響け♪ ユーフォニアム2 Sound! Euphonium,C5961,13,2016-10-06,2016-12-29,ACRT00273,アサダニッキ
C15986,響け♪ ユーフォニアム2 Sound! Euphonium,C5961,13,2016-10-06,2016-12-29,ACRT01041,武田綾乃
C15987,DRIFTERS Battle in a Brand-new World War,C6364,12,2016-10-07,2016-12-23,ACRT00864,平野耕太
C15988,ガーリッシュナンバー gi（a）rlish number,C6519,12,2016-10-07,2016-12-23,ACRT00092,ProjectGN
C15989,バーナード嬢曰く。,C6520,13,2016-09-30,2016-12-23,ACRT00905,施川ユウキ
C15990,私 がモテて どうすんだ,C6521,12,2016-10-07,2016-12-23,ACRT00211,ぢゅん子
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,C6522,13,2016-10-07,2016-12-30,ACRT00013,BANDAI
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,C6522,13,2016-10-07,2016-12-30,ACRT00014,BNPictures
C15992,Lostorage incited WIXOSS,C5716,12,2016-10-08,2016-12-24,ACRT00066,LRIG
C15993,マクロス〔。/DELTA〕,C6156,28,2015-12-31,2016-09-25,ACRT00387,スタジオぬえ
C15993,マクロス〔。/DELTA〕,C6156,28,2015-12-31,2016-09-25,ACRT01083,河森正治
C15994,美少女戦士 セーラームーン Crystal Season III,C1314,13,2016-04-04,2016-06-27,ACRT01039,武内直子
C15995,忍たま 乱太郎 [第24期],C1462,70,2016-04-04,2016-07-08,ACRT00813,尼子騒兵衛
C15996,わしも[第4期],C6065,44,2016-04-04,2016-09-13,ACRT00779,宮藤官九郎
C15997,はなかっぱ[第7期],C3640,52,2016-04-04,2016-12-06,ACRT00139,あきやまただし
C15999,ZIP! presents 朝だよ! 貝社員,C6585,190,2016-04-04,2016-12-29,ACRT00026,DLE
C15999,ZIP! presents 朝だよ! 貝社員,C6585,190,2016-04-04,2016-12-29,ACRT00111,TOHOCINEMASLTD.
C16000,ジョーカー・ゲーム,C6550,12,2016-04-05,2016-06-21,ACRT00978,柳広司
C16002,おじゃる丸[第19期],C2158,66,2016-04-06,2016-12-16,ACRT01123,犬丸りん
C16003,バトルスピリッツ ダブルドライブ,C1498,38,2016-04-06,2016-12-21,ACRT01173,矢立肇
C16005,双星の陰陽師,C6587,37,2016-04-06,2016-12-21,ACRT00660,助野嘉昭
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACRT00988,桜井画門
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACRT00544,三宅大志
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACRT00128,pako
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACRT00885,志倉千代丸
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACRT01227,篠丸のどか
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACRT00046,HanbitUbiquitousEntertainment
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACRT00605,今野隼史
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACRT00550,三浦しをん
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACRT00721,増田順一
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACRT00938,杉森建
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACRT01143,田尻智
C16023,INAZMA DELIVERY [第1期],C6539,2,2016-12-09,2016-12-23,ACRT00327,カナバングラフィックス
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACRT00013,BANDAI
C16025,きょ～ふ! ゾンビ猫,C6577,40,2015-12-25,2016-09-30,ACRT00328,カナヘイ
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACRT00096,Quily
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACRT00721,増田順一
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACRT00938,杉森建
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACRT01143,田尻智
C16028,バリィさんの 諸国漫遊記,C6229,23,2016-01-06,2016-06-24,ACRT01222,第一印刷株式会社
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACRT00676,双又翔
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACRT00369,サンリオ
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACRT00400,セガトイズ
C16034,GOD EATER [メテオライト編],C5988,4,2016-03-05,2016-03-26,ACRT00447,バンダイナムコエンターテインメント
C16037,エンドライド,C6582,24,2016-04-03,2016-09-25,ACRT00031,ENDRIDEPROJECT
C16038,逆転裁判 その「真実」、異議あり!,C6583,24,2016-04-02,2016-09-24,ACRT00018,CAPCOM
C16038,逆転裁判 その「真実」、異議あり!,C6583,24,2016-04-02,2016-09-24,ACRT00857,巧舟
C16038,逆転裁判 その「真実」、異議あり!,C6583,24,2016-04-02,2016-09-24,ACRT01065,江城元秀
C16039,フューチャーカード バディファイト DDD,C5766,39,2016-04-02,2016-12-24,ACRT00391,スタジオ池っち
C16039,フューチャーカード バディファイト DDD,C5766,39,2016-04-02,2016-12-24,ACRT00470,ブシロード
C16039,フューチャーカード バディファイト DDD,C5766,39,2016-04-02,2016-12-24,ACRT00790,小学館
C16039,フューチャーカード バディファイト DDD,C5766,39,2016-04-02,2016-12-24,ACRT01144,田村光久
C16041,ぼのぼの[新],C1491,38,2016-04-02,2016-12-24,ACRT00153,いがらしみきお
C16041,ぼのぼの[新],C1491,38,2016-04-02,2016-12-24,ACRT00270,アイ・エム・オー
C16041,ぼのぼの[新],C1491,38,2016-04-02,2016-12-24,ACRT00321,オフィス・コウキ
C16041,ぼのぼの[新],C1491,38,2016-04-02,2016-12-24,ACRT01219,竹書房
C16042,アイカツ! スターズ,C5540,37,2016-04-07,2016-12-22,ACRT00014,BNPictures
C16042,アイカツ! スターズ,C5540,37,2016-04-07,2016-12-22,ACRT00446,バンダイ
C16043,境界の RINNE [第2期],C5983,34,2016-04-09,2016-09-24,ACRT01394,高橋留美子
C16045,ひとくち どうわ,C6590,8,2016-04-09,2016-10-22,ACRT00949,東君平
C16046,忍者 ハットリくん [インド版][第3期],C5601,52,2016-04-12,2016-10-11,ACRT01286,藤子不二雄Ⓐ
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,C4517,24,2016-04-17,2016-09-25,ACRT00470,ブシロード
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,C4517,24,2016-04-17,2016-09-25,ACRT00611,伊藤彰
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,C4517,24,2016-04-17,2016-09-25,ACRT00933,木谷高明
C16049,カミワザ ワンダ,C6592,35,2016-04-23,2016-12-24,ACRT00408,タカラトミー
C16056,ラブライブ! サンシャイン!! School idol project,C3713,14,2016-06-26,2016-09-24,ACRT00637,公野櫻子
C16056,ラブライブ! サンシャイン!! School idol project,C3713,14,2016-06-26,2016-09-24,ACRT01173,矢立肇
C16057,パズドラ クロス PUZZLE＆DRAGONS,C6596,26,2016-07-04,2016-12-26,ACRT00451,パズドラクロス
C16058,Scared Rider XechS,C6597,12,2016-07-06,2016-09-21,ACRT00533,レッド・エンタテインメント
C16059,魔法少女? なりあ☆がーるず,C6598,12,2016-07-07,2016-09-22,ACRT00444,バウンスィ
C16060,レガリア The Three Sacred Stars,C6599,18,2016-06-30,2016-11-24,ACRT00029,DelegationofEnastoria
C16061,銀の墓守り,C6629,12,2017-04-01,2017-06-17,ACRT01361,閔尋）
C16061,銀の墓守り,C6629,12,2017-04-01,2017-06-17,ACRT01370,零盟工作室（灰仔
C16062,GRANBLUE FANTASY The Animation,C6630,13,2017-04-02,2017-06-25,ACRT00023,Cygames
C16063,MARGINAL#4 KISSから創造るBig Bang,C6628,12,2017-01-12,2017-03-30,ACRT00098,Rejet
C16064,つぐもも,C6632,13,2017-04-02,2017-06-18,ACRT01090,浜田よしかづ
C16065,フレームアームズ・ガール,C6633,24,2017-04-04,2017-06-20,ACRT00723,壽屋
C16066,武装少女マキャヴェリズム,C6636,12,2017-04-05,2017-06-21,ACRT01189,神崎かるな
C16066,武装少女マキャヴェリズム,C6636,12,2017-04-05,2017-06-21,ACRT01416,黒神遊夜
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,C2644,27,2017-04-01,2017-09-27,ACRT00789,小太刀右京
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,C2644,27,2017-04-01,2017-09-27,ACRT00843,岸本斉史
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,C2644,27,2017-04-01,2017-09-27,ACRT01070,池本幹雄
C16070,ヘボット!,C6602,15,2016-09-18,2016-12-25,ACRT00014,BNPictures
C16070,ヘボット!,C6602,15,2016-09-18,2016-12-25,ACRT00446,バンダイ
C16071,にゃんぼー![第1期],C6603,14,2016-09-27,2016-12-27,ACRT00263,よつばスタジオ
C16072,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,C5757,10,2016-10-08,2016-12-10,ACRT00680,古舘春一
C16073,アイドル事変,C6605,12,2017-01-08,2017-03-26,ACRT00069,MAGES.
C16074,AKiBA'STRiP THE ANIMATION,C6606,13,2017-01-04,2017-03-29,ACRT00003,ACQUIRE
C16075,ACCA13区監察課,C6607,12,2017-01-12,2017-03-30,ACRT00320,オノ・ナツメ
C16075,ACCA13区監察課,C6607,12,2017-01-12,2017-03-30,ACRT01270,菅谷彩花
C16076,うらら迷路帖,C6608,12,2017-01-06,2017-03-24,ACRT00234,はりかも
C16077,ēlDLIVE エルドライブ,C6609,12,2017-01-08,2017-03-26,ACRT00753,天野明
C16078,この素晴らしい 世界に祝福を!2,C6247,10,2017-01-12,2017-03-16,ACRT00546,三嶋くろね
C16078,この素晴らしい 世界に祝福を!2,C6247,10,2017-01-12,2017-03-16,ACRT00920,暁なつめ
C16079,亜人ちゃんは語りたい,C6611,13,2017-01-07,2017-03-26,ACRT00478,ペトス
C16080,弱虫ペダル NEW GENERATION,C5694,25,2017-01-10,2017-06-27,ACRT01108,渡辺航
C16081,リトル ウィッチ アカデミア,C5699,25,2017-01-09,2017-06-26,ACRT00113,TRIGGER
C16081,リトル ウィッチ アカデミア,C5699,25,2017-01-09,2017-06-26,ACRT00691,吉成曜
C16082,ちょぼらうにょぽみ あいまいみー,C5649,13,2016-12-24,2017-03-21,ACRT00210,ちょぼらうにょぽみ
C16083,政宗くんのリベンジ,C6613,12,2017-01-07,2017-03-25,ACRT00115,Tiv
C16083,政宗くんのリベンジ,C6613,12,2017-01-07,2017-03-25,ACRT01218,竹岡葉月
C16084,セイレン,C6614,12,2017-01-06,2017-03-24,ACRT00397,セイレン
C16084,セイレン,C6614,12,2017-01-06,2017-03-24,ACRT01386,高山箕犀
C16085,捏造トラップ-NTR-,C6655,12,2017-07-05,2017-09-20,ACRT00352,コダマナオコ
C16086,メイドインアビス,C6657,13,2017-07-07,2017-09-29,ACRT00326,カトウコトノ
C16087,DIVE!!,C6659,12,2017-07-07,2017-09-22,ACRT01010,森絵都
C16088,幼女戦記,C6615,13,2017-01-06,2017-03-31,ACRT00332,カルロ・ゼン
C16088,幼女戦記,C6615,13,2017-01-06,2017-03-31,ACRT01229,篠月しのぶ
C16089,風夏,C6616,12,2017-01-08,2017-03-26,ACRT01114,瀬尾公治
C16090,南鎌倉高校女子自転車部,C6617,13,2017-01-07,2017-04-30,ACRT00962,松本規之
C16091,青の祓魔師 エクソシスト 京都不浄王篇,C4464,12,2017-01-07,2017-03-25,ACRT00659,加藤和恵
C16092,昭和元禄落語心中 -助六再び篇-,C6192,12,2017-01-07,2017-03-25,ACRT01369,雲田はるこ
C16093,ガヴリールドロップアウト,C6619,12,2017-01-09,2017-03-27,ACRT00162,うかみ
C16094,鬼平 ONIHEI,C6620,14,2016-12-19,2017-04-09,ACRT01071,池波正太郎
C16095,ちるらん にぶんの壱,C6621,12,2017-01-10,2017-03-28,ACRT00992,梅村真也
C16095,ちるらん にぶんの壱,C6621,12,2017-01-10,2017-03-28,ACRT01030,橋下エイジ
C16096,恋と嘘,C6654,12,2017-07-04,2017-09-19,ACRT00502,ムサヲ
C16097,バチカン奇跡調査官,C6658,12,2017-07-07,2017-09-22,ACRT00110,THORES柴本
C16097,バチカン奇跡調査官,C6658,12,2017-07-07,2017-09-22,ACRT01290,藤木稟
C16098,コンビニカレシ,C6660,12,2017-07-07,2017-09-29,ACRT00357,コンビニカレシ
C16099,ハンドシェイカー,C6622,12,2017-01-11,2017-03-29,ACRT00036,FrontierWorks
C16099,ハンドシェイカー,C6622,12,2017-01-11,2017-03-29,ACRT00039,GoHands
C16099,ハンドシェイカー,C6622,12,2017-01-11,2017-03-29,ACRT00057,KADOKAWA
C16100,けものフレンズ,C6624,13,2017-01-04,2017-03-29,ACRT00179,けものフレンズプロジェクト
C16100,けものフレンズ,C6624,13,2017-01-04,2017-03-29,ACRT00689,吉崎観音
C16101,ピアシェ～私のイタリアン～,C6625,12,2017-01-11,2017-03-29,ACRT00076,Nab_At（渡辺敦子）
C16102,One Room,C6626,12,2017-01-11,2017-03-29,ACRT00102,SMIRAL
C16103,小林さんちのメイドラゴン,C6627,13,2017-01-12,2017-04-06,ACRT00346,クール教信者
C16104,Rewrite[2ndシーズン],C6428,10,2017-01-15,2017-03-26,ACRT00062,Key
C16104,Rewrite[2ndシーズン],C6428,10,2017-01-15,2017-03-26,ACRT00454,ビジュアルアーツ
C16105,アリスと蔵六,C6631,13,2017-04-02,2017-06-25,ACRT00601,今井哲也
C16106,笑ゥせぇるすまんNEW,C937,24,2017-04-03,2017-06-19,ACRT01286,藤子不二雄Ⓐ
C16107,スタミュ 高校星歌劇[第2期],C6171,12,2017-04-04,2017-06-20,ACRT00237,ひなた凛
C16108,アイドルタイムプリパラ,C5769,26,2017-04-04,2017-09-26,ACRT00374,シンソフィア
C16108,アイドルタイムプリパラ,C5769,26,2017-04-04,2017-09-26,ACRT00409,タカラトミーアーツ
C16109,サクラダリセット,C6635,24,2017-04-07,2017-09-15,ACRT01017,椎名優
C16109,サクラダリセット,C6635,24,2017-04-07,2017-09-15,ACRT01084,河野裕
C16110,王室教師ハイネ,C6637,12,2017-04-05,2017-06-21,ACRT01320,赤井ヒガサ
C16111,クロックワーク・プラネット,C6638,12,2017-04-07,2017-06-23,ACRT00922,暇奈椿
C16111,クロックワーク・プラネット,C6638,12,2017-04-07,2017-06-23,ACRT01022,榎宮祐
C16111,クロックワーク・プラネット,C6638,12,2017-04-07,2017-06-23,ACRT01260,茨乃
C16113,ツインエンジェルBREAK,C3448,12,2017-04-07,2017-06-23,ACRT00366,サミー株式会社
C16114,正解するカド,C6641,13,2017-04-07,2017-06-30,ACRT00952,東映アニメーション
C16115,カブキブ！,C6642,12,2017-04-07,2017-06-23,ACRT00020,CLAMP
C16115,カブキブ！,C6642,12,2017-04-07,2017-06-23,ACRT01023,榎田ユウリ
C16116,エロマンガ先生,C6643,13,2017-04-02,2017-06-25,ACRT00176,かんざきひろ
C16116,エロマンガ先生,C6643,13,2017-04-02,2017-06-25,ACRT00613,伏見つかさ
C16117,有頂天家族2,C4783,13,2017-04-03,2017-06-26,ACRT01012,森見登美彦
C16119,ソード・オラトリア,C5958,13,2017-04-08,2017-07-01,ACRT00742,大森藤ノ
C16120,賭ケグルイ,C6648,13,2017-07-01,2017-09-23,ACRT00812,尚村透
C16120,賭ケグルイ,C6648,13,2017-07-01,2017-09-23,ACRT01082,河本ほむら
C16121,縁結びの妖狐ちゃん,C6649,13,2017-07-01,2017-09-30,ACRT00797,小新
C16122,活撃 刀剣乱舞,C6500,12,2017-07-02,2017-09-17,ACRT00028,DMMGAMES
C16122,活撃 刀剣乱舞,C6500,12,2017-07-02,2017-09-17,ACRT00079,Nitroplus
C16123,戦姫絶唱シンフォギアAXZ,C4483,14,2017-07-02,2017-10-01,ACRT00559,上松範康
C16123,戦姫絶唱シンフォギアAXZ,C4483,14,2017-07-02,2017-10-01,ACRT01339,金子彰史
C16124,バトルガール ハイスクール,C6650,12,2017-07-03,2017-09-18,ACRT00355,コロプラ
C16125,潔癖男子! 青山くん,C6651,13,2017-07-03,2017-09-25,ACRT00713,坂本拓
C16126,アホガール,C6652,12,2017-07-05,2017-09-20,ACRT00453,ヒロユキ
C16127,徒然チルドレン,C6653,12,2017-07-05,2017-09-20,ACRT01257,若林稔弥
C16129,18if,C6662,13,2017-07-07,2017-09-29,ACRT00507,モブキャスト
C16130,時間の支配者,C6663,13,2017-07-08,2017-09-30,ACRT00877,彭傑
C16131,カイトアンサ,C6697,12,2017-07-12,2017-09-27,ACRT01194,福士直也
C16132,ベイブレードバースト ゴッド,C2454,26,2017-04-03,2017-09-25,ACRT01001,森多ヒロ
C16133,アキンド星の リトル・ペソ,C6681,12,2017-04-03,2017-06-19,ACRT00054,Inc.（馬場一明
C16133,アキンド星の リトル・ペソ,C6681,12,2017-04-03,2017-06-19,ACRT00106,SoWhat
C16133,アキンド星の リトル・ペソ,C6681,12,2017-04-03,2017-06-19,ACRT00600,今井呂万）
C16134,100％ パスカル先生,C6536,71,2017-04-15,2017-09-30,ACRT01058,永井ゆうじ
C16134,100％ パスカル先生,C6536,71,2017-04-15,2017-09-30,ACRT01377,飯塚洋介
C16135,ようこそ実力至上主義の教室へ,C6694,12,2017-07-12,2017-09-27,ACRT00427,トモセシュンサク
C16135,ようこそ実力至上主義の教室へ,C6694,12,2017-07-12,2017-09-27,ACRT01303,衣笠彰梧
C16137,快把我哥帯走 兄に付ける薬はない!,C6710,12,2017-04-07,2017-06-23,ACRT00866,幽・霊
C16138,将国のアルタイル,C6664,12,2017-07-08,2017-09-30,ACRT00326,カトウコトノ
C16139,セントールの悩み,C6668,25,2017-07-02,2017-09-24,ACRT00945,村山慶
C16140,地獄少女 宵伽,C3061,13,2017-07-08,2017-09-30,ACRT00266,わたなべひろし
C16140,地獄少女 宵伽,C3061,13,2017-07-08,2017-09-30,ACRT00712,地獄少女プロジェクト
C16141,ゼロから始める魔法の書,C6646,12,2017-04-10,2017-06-26,ACRT00190,しずまよしのり
C16141,ゼロから始める魔法の書,C6646,12,2017-04-10,2017-06-26,ACRT01298,虎走かける
C16142,覆面系ノイズ,C6647,12,2017-04-14,2017-06-30,ACRT01195,福山リョウコ
C16143,アトム ザ・ビギニング,C979,12,2017-04-15,2017-07-08,ACRT00323,カサハラテツロー
C16143,アトム ザ・ビギニング,C979,12,2017-04-15,2017-07-08,ACRT00894,手塚治虫
C16144,Fate/Apocrypha,C3797,13,2017-07-02,2017-09-24,ACRT00114,TYPE-MOON
C16144,Fate/Apocrypha,C3797,13,2017-07-02,2017-09-24,ACRT00948,東出祐一郎
C16144,Fate/Apocrypha,C3797,13,2017-07-02,2017-09-24,ACRT01329,近衛乙嗣
C16146,ボールルームへようこそ,C6665,13,2017-07-02,2017-09-24,ACRT01215,竹内友
C16148,Re:CREATORS,C6684,25,2017-04-02,2017-09-17,ACRT00869,広江礼威
C16149,sin 七つの大罪,C6709,15,2017-04-08,2017-07-29,ACRT00080,Niθ
C16149,sin 七つの大罪,C6709,15,2017-04-08,2017-07-29,ACRT00480,ホビージャパン
