ccid,crtid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname,crtname
C87647,CCRT01534,CROSS EPOCH  DRAGON BALL×ONE PIECE,1,0,1,2007-01-22,2007-01-22,C119459,週刊少年ジャンプ,尾田栄一郎
C87647,CCRT03324,CROSS EPOCH  DRAGON BALL×ONE PIECE,1,0,1,2007-01-22,2007-01-22,C119459,週刊少年ジャンプ,鳥山明
C87648,CCRT00005,CYBERブルー,31,7,4,1988-12-05,1989-07-24,C119459,週刊少年ジャンプ,BOB
C87648,CCRT00597,CYBERブルー,31,7,4,1988-12-05,1989-07-24,C119459,週刊少年ジャンプ,三井隆一
C87648,CCRT01050,CYBERブルー,31,7,4,1988-12-05,1989-07-24,C119459,週刊少年ジャンプ,原哲夫
C87649,CCRT01180,CYBORGじいちゃんG,32,4,1,1988-10-24,1989-12-11,C119459,週刊少年ジャンプ,土方茂
C87650,CCRT03118,DAI-TEN-GU,1,0,0,2002-09-16,2002-09-16,C119459,週刊少年ジャンプ,鈴木新
C87651,CCRT00071,DANDY JONES,1,0,0,1994-08-15,1994-08-15,C119459,週刊少年ジャンプ,あんど慶周
C87652,CCRT02216,DARK PAWN -闇の質屋-,1,0,1,2013-05-06,2013-05-06,C119459,週刊少年ジャンプ,椎橋寛
C87653,CCRT01252,DEATH NOTE,111,0,20,2003-08-18,2008-02-25,C119459,週刊少年ジャンプ,大場つぐみ
C87653,CCRT01512,DEATH NOTE,111,0,20,2003-08-18,2008-02-25,C119459,週刊少年ジャンプ,小畑健
C87654,CCRT01252,DEATH NOTE,1,0,0,2004-05-03,2004-05-03,C119459,週刊少年ジャンプ,大場つぐみ
C87654,CCRT01512,DEATH NOTE,1,0,0,2004-05-03,2004-05-03,C119459,週刊少年ジャンプ,小畑健
C87654,CCRT02462,DEATH NOTE,1,0,0,2004-05-03,2004-05-03,C119459,週刊少年ジャンプ,澤井啓夫
C87655,CCRT01905,D.Gray-man,187,0,15,2004-06-14,2009-05-18,C119459,週刊少年ジャンプ,星野桂
C87656,CCRT01285,Dies Irae,1,0,1,1994-09-05,1994-09-05,C119459,週刊少年ジャンプ,大河原遁
C87657,CCRT02136,D・N・A²～何処かで失くしたあいつのアイツ～,42,3,2,1993-08-23,1994-07-04,C119459,週刊少年ジャンプ,桂正和
C87658,CCRT02689,Dodge The Ball,1,0,0,2007-02-12,2007-02-12,C119459,週刊少年ジャンプ,神海英雄
C87659,CCRT02020,DOIS SOL,17,0,2,2011-02-28,2011-07-04,C119459,週刊少年ジャンプ,村瀬克俊
C87660,CCRT00600,DOORCONBOURO -ドア、こん棒、炉-,1,0,0,2012-04-02,2012-04-02,C119459,週刊少年ジャンプ,三原すばる
C87661,CCRT01918,DOPPELER,1,0,1,2012-02-06,2012-02-06,C119459,週刊少年ジャンプ,普津澤画乃新
C87662,CCRT01753,DOUBLE BULLET,1,0,1,2012-04-23,2012-04-23,C119459,週刊少年ジャンプ,平方昌宏
C87666,CCRT00618,DRAGON QUEST ダイの大冒険,342,29,25,1989-10-30,1996-12-09,C119459,週刊少年ジャンプ,三条陸
C87666,CCRT02730,DRAGON QUEST ダイの大冒険,342,29,25,1989-10-30,1996-12-09,C119459,週刊少年ジャンプ,稲田浩司
C87667,CCRT03324,DRAGON　BALL,519,51,42,1984-12-03,1995-06-05,C119459,週刊少年ジャンプ,鳥山明
C87668,CCRT02458,DRAGON BALL 外伝,1,0,0,1990-06-25,1990-06-25,C119459,週刊少年ジャンプ,漫☆画太郎
C87669,CCRT01570,DREAM MASTER,1,0,0,1999-11-08,1999-11-08,C119459,週刊少年ジャンプ,山川かおり
C87670,CCRT03283,DRUMP,1,0,1,2013-11-18,2013-11-18,C119459,週刊少年ジャンプ,高橋和希
C87671,CCRT03324,Dr.スランプ,238,44,19,1980-02-04,2007-11-19,C119459,週刊少年ジャンプ,鳥山明
C87672,CCRT02136,Dr.チャンバリー,1,0,1,2001-01-10,2001-01-10,C119459,週刊少年ジャンプ,桂正和
C87673,CCRT02948,Elephant Youth!,1,0,0,2002-07-15,2002-07-15,C119459,週刊少年ジャンプ,西公平
C87674,CCRT01087,enma エンマ,1,0,0,2000-06-05,2000-06-05,C119459,週刊少年ジャンプ,叶恭弘大河原遁
C87675,CCRT02827,ENMA GAVEL,1,0,1,2011-02-14,2011-02-14,C119459,週刊少年ジャンプ,芝田優作
C87676,CCRT01584,E-Robot,12,0,3,2014-02-10,2015-03-02,C119459,週刊少年ジャンプ,山本亮平
C87677,CCRT03276,ESQUISSE ～エスキース～,1,0,0,2006-04-03,2006-04-03,C119459,週刊少年ジャンプ,高橋一郎
C87681,CCRT02255,FALLEN,1,0,0,2006-01-08,2006-01-08,C119459,週刊少年ジャンプ,樹崎聖
C87682,CCRT00982,FCバルセロナ物語,1,0,0,2008-08-11,2008-08-11,C119459,週刊少年ジャンプ,加地君也
C87683,CCRT02255,ff【フォルテッシモ】,1,0,0,1987-07-13,1987-07-13,C119459,週刊少年ジャンプ,樹崎聖
C87684,CCRT00946,FOREST,1,0,1,2006-01-28,2006-01-28,C119459,週刊少年ジャンプ,内水融
C87685,CCRT01244,FORZA!!ロベルト・バッジョ物語,2,0,0,1995-07-10,1995-07-17,C119459,週刊少年ジャンプ,大住良之
C87685,CCRT02911,FORZA!!ロベルト・バッジョ物語,2,0,0,1995-07-10,1995-07-17,C119459,週刊少年ジャンプ,薮野てんや
C87686,CCRT02347,FULL COAT,1,0,0,2005-02-21,2005-02-21,C119459,週刊少年ジャンプ,池田圭司
C87687,CCRT02964,Fの閃光 -アイルトン・セナの挑戦-,16,3,1,1991-08-19,1991-12-09,C119459,週刊少年ジャンプ,西村幸祐
C87687,CCRT03133,Fの閃光 -アイルトン・セナの挑戦-,16,3,1,1991-08-19,1991-12-09,C119459,週刊少年ジャンプ,長沢克泰
C87687,CCRT03317,Fの閃光 -アイルトン・セナの挑戦-,16,3,1,1991-08-19,1991-12-09,C119459,週刊少年ジャンプ,鬼窪浩久
C87691,CCRT02907,GALAXY,1,0,0,2006-04-24,2006-04-24,C119459,週刊少年ジャンプ,蔵人健吾
C87692,CCRT01512,GANJIN,1,0,1,1996-07-15,1996-07-15,C119459,週刊少年ジャンプ,小畑健
C87693,CCRT01599,GANRYU,1,0,1,1997-01-01,1997-01-01,C119459,週刊少年ジャンプ,山根和俊
C87694,CCRT00551,GAZER,1,0,1,2014-01-29,2014-01-29,C119459,週刊少年ジャンプ,ミウラタダヒロ
C87695,CCRT01754,GENIUS零男,1,0,0,1985-08-26,1985-08-26,C119459,週刊少年ジャンプ,平松伸二
C87696,CCRT00002,GLASS FEET,1,0,1,2013-03-11,2013-03-11,C119459,週刊少年ジャンプ,AOKO
C87697,CCRT02333,GO A HEAD!!,1,0,0,1980-04-28,1980-04-28,C119459,週刊少年ジャンプ,江口寿史
C87699,CCRT02452,ＧｏＧｏ!合成マン,1,0,0,1976-06-21,1976-06-21,C119459,週刊少年ジャンプ,滝川健市
C87701,CCRT00239,GOGOポチョムキン,1,0,0,1991-04-08,1991-04-08,C119459,週刊少年ジャンプ,つの丸
C87702,CCRT00348,GO☆シュート,53,8,9,1979-04-30,1980-05-19,C119459,週刊少年ジャンプ,みやたけし
C87703,CCRT03006,GP BOY☆グランプリボーイ☆,17,2,1,1990-07-16,1990-11-05,C119459,週刊少年ジャンプ,赤井邦彦
C87703,CCRT03317,GP BOY☆グランプリボーイ☆,17,2,1,1990-07-16,1990-11-05,C119459,週刊少年ジャンプ,鬼窪浩久
C87704,CCRT01997,GRANDSLAM,1,0,1,2003-05-26,2003-05-26,C119459,週刊少年ジャンプ,杉本洋平
C87705,CCRT01145,GUN BLAZE WEST,28,0,4,2001-01-08,2001-08-13,C119459,週刊少年ジャンプ,和月伸宏
C87708,CCRT02970,HACHI -東京23宮-,22,0,3,2013-09-30,2014-03-03,C119459,週刊少年ジャンプ,西義之
C87709,CCRT01857,HACO -ハコ-,1,0,1,2010-02-08,2010-02-08,C119459,週刊少年ジャンプ,斎藤修
C87710,CCRT02948,HALLOO SUNSHINE,1,0,0,2004-12-06,2004-12-06,C119459,週刊少年ジャンプ,西公平
C87711,CCRT02085,HAND’S -ハンズ-,11,0,2,2006-04-17,2007-01-01,C119459,週刊少年ジャンプ,板倉雄一
C87712,CCRT00542,HANG TIME マイケル・ジョーダン物語,4,0,1,1993-10-25,1993-11-15,C119459,週刊少年ジャンプ,ボブ・グリーン
C87712,CCRT00788,HANG TIME マイケル・ジョーダン物語,4,0,1,1993-10-25,1993-11-15,C119459,週刊少年ジャンプ,井上雄彦
C87713,CCRT02166,HARELUYA-ハレルヤ-,10,2,1,1992-06-15,1992-08-17,C119459,週刊少年ジャンプ,梅澤春人
C87714,CCRT01109,HAT HAT HAT,1,0,0,2002-05-06,2002-05-06,C119459,週刊少年ジャンプ,吉津遼
C87715,CCRT02298,HEY! HEY! LIFE!!,1,0,0,1997-01-16,1997-01-16,C119459,週刊少年ジャンプ,水元昭嗣
C87716,CCRT01793,Hi-Fi CLUSTER -六攻特課事件実例-,1,0,1,2014-06-02,2014-06-02,C119459,週刊少年ジャンプ,後藤逸平
C87717,CCRT01295,HIP☆HOP☆POP,1,0,0,2004-06-07,2004-06-07,C119459,週刊少年ジャンプ,大石浩二
C87718,CCRT02549,HUNGRY JOKER,25,0,3,2011-09-05,2013-05-27,C119459,週刊少年ジャンプ,田畠裕基
C87719,CCRT00957,HUNTER×HUNTER,372,3,24,1998-03-16,2017-07-31,C119459,週刊少年ジャンプ,冨樫義博
C87720,CCRT02166,ICON,1,0,1,1997-06-23,1997-06-23,C119459,週刊少年ジャンプ,梅澤春人
C87721,CCRT00123,IEAのブンくん!,1,0,0,1985-01-29,1985-01-29,C119459,週刊少年ジャンプ,おがわひろこ
C87721,CCRT00744,IEAのブンくん!,1,0,0,1985-01-29,1985-01-29,C119459,週刊少年ジャンプ,乙川みか
C87722,CCRT00381,I'm A Faker!,11,0,2,2001-10-01,2001-12-10,C119459,週刊少年ジャンプ,やまもとかずや
C87723,CCRT02348,INPWEAR CODE,1,0,1,2012-09-17,2012-09-17,C119459,週刊少年ジャンプ,池田恵介
C87724,CCRT02269,into the blue,1,0,1,1994-08-15,1994-08-15,C119459,週刊少年ジャンプ,櫻森和駿
C87725,CCRT01396,IPPONバンビ,1,0,1,2011-01-31,2011-01-31,C119459,週刊少年ジャンプ,宮本和也
C87726,CCRT02136,I''s,142,0,16,1997-04-21,2000-05-29,C119459,週刊少年ジャンプ,桂正和
C87727,CCRT01599,JOKER,16,2,1,1997-03-24,1997-11-03,C119459,週刊少年ジャンプ,山根和俊
C87748,CCRT03090,JUMP民話劇場,16,13,0,1977-04-18,1977-08-01,C119459,週刊少年ジャンプ,野間吐史
C87749,CCRT00134,Juto -ジュウト-,1,0,1,2000-05-08,2000-05-08,C119459,週刊少年ジャンプ,かずはじめ
C87755,CCRT02422,KAMAKURAヒートコップ,1,0,0,1989-04-24,1989-04-24,C119459,週刊少年ジャンプ,清水たかし
C87757,CCRT02136,KANA,1,0,0,1986-11-10,1986-11-10,C119459,週刊少年ジャンプ,桂正和
C87758,CCRT01090,KESHIPIN弾,1,0,0,2004-10-04,2004-10-04,C119459,週刊少年ジャンプ,吉原薫比古
C87759,CCRT01778,KIBA ＆ KIBA,1,0,1,2010-06-28,2010-06-28,C119459,週刊少年ジャンプ,彭傑
C87759,CCRT02728,KIBA ＆ KIBA,1,0,1,2010-06-28,2010-06-28,C119459,週刊少年ジャンプ,稲垣理一郎
C87760,CCRT00385,KICKBOXERマモル,1,0,0,1990-03-05,1990-03-05,C119459,週刊少年ジャンプ,ゆでたまご
C87761,CCRT01518,KID,19,3,2,1984-05-14,1984-09-17,C119459,週刊少年ジャンプ,小谷憲一
C87762,CCRT01670,KING,1,0,1,1992-11-23,1992-11-23,C119459,週刊少年ジャンプ,岩泉舞
C87763,CCRT02948,KING CRIMSON,1,0,0,2003-11-24,2003-11-24,C119459,週刊少年ジャンプ,西公平
C87764,CCRT01195,KING OF CURSE,1,0,0,2003-06-30,2003-06-30,C119459,週刊少年ジャンプ,坂本裕次郎
C87765,CCRT03324,KINTOKI 金目族のトキ,1,0,1,2010-11-15,2010-11-15,C119459,週刊少年ジャンプ,鳥山明
C87766,CCRT02020,K.O.SEN,12,0,1,2008-01-08,2008-03-24,C119459,週刊少年ジャンプ,村瀬克俊
C87767,CCRT01174,K.O.マサトメ,17,2,1,1996-05-13,1996-09-16,C119459,週刊少年ジャンプ,園田辰之助
C87768,CCRT02582,K・V・K最凶バトル,1,0,0,2007-04-09,2007-04-09,C119459,週刊少年ジャンプ,相原成年
C87769,CCRT01848,LAST ACTION HERO,1,0,0,1993-08-09,1993-08-09,C119459,週刊少年ジャンプ,斉藤尚子
C87769,CCRT03335,LAST ACTION HERO,1,0,0,1993-08-09,1993-08-09,C119459,週刊少年ジャンプ,鶴岡伸寿
C87770,CCRT03353,LEGEND TOWER,1,0,0,2006-11-20,2006-11-20,C119459,週刊少年ジャンプ,麻生周一
C87771,CCRT02270,LET'S DRIVE RAV4,2,0,0,1994-05-30,1994-12-05,C119459,週刊少年ジャンプ,次原隆二
C87772,CCRT02689,LIGHT WING,22,0,2,2010-09-20,2011-03-07,C119459,週刊少年ジャンプ,神海英雄
C87773,CCRT03276,LIKE A TAKKYU!!,1,0,0,2003-09-08,2003-09-08,C119459,週刊少年ジャンプ,高橋一郎
C87774,CCRT03335,LIKE A CHILD NO MERCYⅢ,1,0,0,1989-09-04,1989-09-04,C119459,週刊少年ジャンプ,鶴岡伸寿
C87775,CCRT02166,LIVE,11,0,2,2004-01-15,2004-03-15,C119459,週刊少年ジャンプ,梅澤春人
C87776,CCRT01329,LIVEALIVE ～はじまりの歌～,1,0,0,2003-05-05,2003-05-05,C119459,週刊少年ジャンプ,天野洋一
C87777,CCRT01011,LIZARD TAIL! マルボロ=キャシディと仲間たち,1,0,1,2006-10-30,2006-10-30,C119459,週刊少年ジャンプ,北嶋一喜
C87778,CCRT01182,LOCK ON!,19,0,4,2009-07-13,2010-06-28,C119459,週刊少年ジャンプ,土田健太
C87779,CCRT02288,MADDOG マッドドッグ,10,1,1,1983-05-16,1983-07-18,C119459,週刊少年ジャンプ,武論尊
C87779,CCRT03342,MADDOG マッドドッグ,10,1,1,1983-05-16,1983-07-18,C119459,週刊少年ジャンプ,鷹沢圭
C87780,CCRT00029,MADE IN JAPAN,1,0,0,1987-09-07,1987-09-07,C119459,週刊少年ジャンプ,SHOUWA
C87782,CCRT03324,MAD MATIC,1,1,0,1982-03-08,1982-03-08,C119459,週刊少年ジャンプ,鳥山明
C87783,CCRT01668,magico,65,0,8,2011-03-14,2012-07-16,C119459,週刊少年ジャンプ,岩本直輝
C87785,CCRT01825,MAX～マック鈴木の挑戦!～,1,0,0,1994-06-06,1994-06-06,C119459,週刊少年ジャンプ,戸田邦和
C87785,CCRT01961,MAX～マック鈴木の挑戦!～,1,0,0,1994-06-06,1994-06-06,C119459,週刊少年ジャンプ,木村公一
C87786,CCRT01591,Merry Wind,11,2,1,1997-05-05,1997-07-21,C119459,週刊少年ジャンプ,山本純二
C87787,CCRT01390,METAL FINISH メタル・フィニッシュ,14,2,1,1990-09-24,1991-01-01,C119459,週刊少年ジャンプ,宮崎まさる
C87787,CCRT03335,METAL FINISH メタル・フィニッシュ,14,2,1,1990-09-24,1991-01-01,C119459,週刊少年ジャンプ,鶴岡伸寿
C87788,CCRT01086,MIDNIGHT☆MAGIC,1,0,0,1994-11-21,1994-11-21,C119459,週刊少年ジャンプ,叶恭弘
C87788,CCRT01235,MIDNIGHT☆MAGIC,1,0,0,1994-11-21,1994-11-21,C119459,週刊少年ジャンプ,夢幻
C87789,CCRT00134,MIND ASSASSIN,28,2,2,1994-07-25,1995-07-03,C119459,週刊少年ジャンプ,かずはじめ
C87791,CCRT02979,Moon Walker,1,0,1,2010-10-25,2010-10-25,C119459,週刊少年ジャンプ,許斐剛
C87792,CCRT02979,Moon Walker LTD.,1,0,1,2013-05-20,2013-05-20,C119459,週刊少年ジャンプ,許斐剛
C87793,CCRT00708,Mosquito Panic!,1,0,0,2004-05-03,2004-05-03,C119459,週刊少年ジャンプ,中西まちこ
C87794,CCRT01086,MP0(MPゼロ),1,0,1,2005-01-13,2005-01-13,C119459,週刊少年ジャンプ,叶恭弘
C87796,CCRT03112,Mr.FULLSWING,229,2,14,2001-05-21,2006-05-22,C119459,週刊少年ジャンプ,鈴木信也
C87797,CCRT01872,Mr.愛NG,1,1,0,1983-03-14,1983-03-14,C119459,週刊少年ジャンプ,新沢基栄
C87798,CCRT01020,Mr.ホワイティ,10,1,1,1984-03-19,1984-05-21,C119459,週刊少年ジャンプ,北芝健
C87798,CCRT02506,Mr.ホワイティ,10,1,1,1984-03-19,1984-05-21,C119459,週刊少年ジャンプ,猿渡哲也
C87799,CCRT02912,MUDDY,13,0,2,2007-08-20,2008-03-31,C119459,週刊少年ジャンプ,藍本松
C87800,CCRT02117,Muscle BOMBER,2,0,1,1994-03-28,1994-04-04,C119459,週刊少年ジャンプ,柳田東一郎
C87800,CCRT02357,Muscle BOMBER,2,0,1,1994-03-28,1994-04-04,C119459,週刊少年ジャンプ,沢村烈
C87801,CCRT02166,NANPOUDEN -南方遊伝-,1,0,0,1995-01-10,1995-01-10,C119459,週刊少年ジャンプ,梅澤春人
C87802,CCRT01680,NARUTO-ナルト-,722,2,84,1999-10-04,2016-05-09,C119459,週刊少年ジャンプ,岸本斉史
C87804,CCRT02139,NINK〔U_ 〕-忍空-,55,5,6,1993-06-14,1994-10-24,C119459,週刊少年ジャンプ,桐山光侍
C87805,CCRT02139,NINK〔U_ 〕-忍空- SECOND STAGE,27,3,1,1994-12-05,1995-09-04,C119459,週刊少年ジャンプ,桐山光侍
C87806,CCRT02840,NO FUTURE!! ママ子ちゃん,1,0,0,1995-01-17,1995-01-17,C119459,週刊少年ジャンプ,苅部誠
C87807,CCRT01365,north island,1,0,1,2009-08-31,2009-08-31,C119459,週刊少年ジャンプ,安藤英
C87808,CCRT00985,NOE AND ZEN!,1,0,1,2003-11-03,2003-11-03,C119459,週刊少年ジャンプ,加治佐修
C87810,CCRT00445,NUMBER 10,10,0,2,2002-06-03,2002-08-05,C119459,週刊少年ジャンプ,キユ
C87811,CCRT03276,OBAKE LIFE,1,0,0,2008-02-04,2008-02-04,C119459,週刊少年ジャンプ,高橋一郎
C87812,CCRT00382,O'clock,1,0,1,2005-10-03,2005-10-03,C119459,週刊少年ジャンプ,やまもと明日香
C87813,CCRT01518,OH!GAL,1,1,0,1980-03-24,1980-03-24,C119459,週刊少年ジャンプ,小谷憲一
C87817,CCRT02290,Ohじゅけん!,1,0,0,2014-01-22,2014-01-22,C119459,週刊少年ジャンプ,毛利太亮
C87818,CCRT01534,ONE PIECE,893,10,158,1997-08-04,2017-07-31,C119459,週刊少年ジャンプ,尾田栄一郎
C87819,CCRT01329,OVER TIME,19,0,2,2006-07-31,2006-12-11,C119459,週刊少年ジャンプ,天野洋一
C87820,CCRT02334,P2! -let's Play Pingpong!-,58,0,4,2006-10-09,2007-12-10,C119459,週刊少年ジャンプ,江尻立真
C87821,CCRT01415,PANKRA BOY,11,2,1,1987-03-09,1987-05-18,C119459,週刊少年ジャンプ,富沢順
C87822,CCRT01962,PEACH PLUCK,1,0,1,2014-04-07,2014-04-07,C119459,週刊少年ジャンプ,木村勇治
C87823,CCRT03052,PMG-0,1,0,0,2004-05-24,2004-05-24,C119459,週刊少年ジャンプ,遠藤達哉
C87824,CCRT02534,PM ビグラント,1,0,0,1998-06-15,1998-06-15,C119459,週刊少年ジャンプ,田口範明
C87825,CCRT02333,POCKY,1,1,0,1983-04-04,1983-04-04,C119459,週刊少年ジャンプ,江口寿史
C87826,CCRT03112,POOL SHOOTER,1,0,1,2000-03-20,2000-03-20,C119459,週刊少年ジャンプ,鈴木信也
C87828,CCRT02922,PSYCHO+,11,2,1,1992-12-07,1993-03-01,C119459,週刊少年ジャンプ,藤崎竜
C87829,CCRT01657,PSYREN-サイレン-,147,0,12,2008-01-01,2010-11-29,C119459,週刊少年ジャンプ,岩代俊明
C87830,CCRT00531,QUARTER POUNDER MAGIC!,1,0,0,2009-02-09,2009-02-09,C119459,週刊少年ジャンプ,ビッグ錠
C87831,CCRT02689,Q部,1,0,0,2008-03-10,2008-03-10,C119459,週刊少年ジャンプ,神海英雄
C87832,CCRT01232,RARE GENE 4,1,0,0,2005-04-04,2005-04-04,C119459,週刊少年ジャンプ,夕樹和史
C87833,CCRT01016,RASH!!,17,1,1,1994-10-10,1995-02-13,C119459,週刊少年ジャンプ,北条司
C87834,CCRT02030,REALIZER リアライザー,1,0,1,2000-11-20,2000-11-20,C119459,週刊少年ジャンプ,東佳伸
C87835,CCRT02270,ROADRUNNER ロードランナー,22,2,1,1985-09-23,1986-03-03,C119459,週刊少年ジャンプ,次原隆二
C87836,CCRT02402,ROMANCERS,20,0,3,1997-07-14,2000-03-06,C119459,週刊少年ジャンプ,浅美裕子
C87837,CCRT01534,ROMANCE DOWN,1,0,1,1996-09-23,1996-09-23,C119459,週刊少年ジャンプ,尾田栄一郎
C87838,CCRT02196,ROOKIES,233,1,18,1998-02-16,2003-09-08,C119459,週刊少年ジャンプ,森田まさのり
C87839,CCRT02904,ROOM303,1,0,0,2008-07-28,2008-07-28,C119459,週刊少年ジャンプ,葦原大介
C87840,CCRT02724,R.P.G.,1,0,1,1997-06-16,1997-06-16,C119459,週刊少年ジャンプ,秋本治
C87841,CCRT00486,RUSH BALL・REMIX ラッシュボール・リミックス,1,0,0,1990-01-29,1990-01-29,C119459,週刊少年ジャンプ,ジョンM・隆克
C87842,CCRT03324,SAND LAND,14,0,2,2000-05-22,2000-08-21,C119459,週刊少年ジャンプ,鳥山明
C87843,CCRT02907,★SANTA!★,12,0,2,2003-04-21,2003-07-14,C119459,週刊少年ジャンプ,蔵人健吾
C87844,CCRT03115,SAVAGE,1,0,0,1996-10-28,1996-10-28,C119459,週刊少年ジャンプ,鈴木央
C87845,CCRT01199,SAVE THE WORLD,1,0,0,2002-01-08,2002-01-08,C119459,週刊少年ジャンプ,堀たくみ
C87846,CCRT01049,SELF HEAD,1,0,0,2003-04-28,2003-04-28,C119459,週刊少年ジャンプ,原哲也
C87847,CCRT02136,SHADOW LADY,24,2,2,1995-01-10,1996-01-08,C119459,週刊少年ジャンプ,桂正和
C87848,CCRT02922,SHADOW DISEASE,1,0,0,1991-10-28,1991-10-28,C119459,週刊少年ジャンプ,藤崎竜
C87849,CCRT03023,SHAKA,1,0,0,1987-03-09,1987-03-09,C119459,週刊少年ジャンプ,車田正美
C87850,CCRT02136,SHIN-NO-SHIN 愛と憎しみのタイムスリップ,1,0,0,1989-07-17,1989-07-17,C119459,週刊少年ジャンプ,桂正和
C87852,CCRT03023,SILENT KNIGHT翔,13,2,1,1992-08-17,1992-11-16,C119459,週刊少年ジャンプ,車田正美
C87853,CCRT00626,-SINS-,1,0,1,2011-08-08,2011-08-08,C119459,週刊少年ジャンプ,三浦征隆紹介
C87854,CCRT02770,SKET DANCE,297,0,35,2006-09-11,2013-07-22,C119459,週刊少年ジャンプ,篠原健太
C87855,CCRT00788,SLAM DUNK,273,27,25,1990-10-01,1996-06-17,C119459,週刊少年ジャンプ,井上雄彦
C87858,CCRT02360,SNAKE HUNTER,1,0,0,2006-04-17,2006-04-17,C119459,週刊少年ジャンプ,沢田ショウ
C87859,CCRT03324,SONCHOH,1,0,1,1988-01-15,1988-01-15,C119459,週刊少年ジャンプ,鳥山明
C87860,CCRT00339,SOUL,1,0,0,2001-04-23,2001-04-23,C119459,週刊少年ジャンプ,みち
C87861,CCRT02333,SPACEPIRATES<スペース・パイレーツ>,1,1,0,1982-04-12,1982-04-12,C119459,週刊少年ジャンプ,江口寿史
C87862,CCRT01427,SPACE ADVENTURE コブラ,155,12,13,1978-11-06,1984-11-12,C119459,週刊少年ジャンプ,寺沢武一
C87863,CCRT00731,Sporting Salt -塩谷の解剖学-,1,0,1,2013-04-08,2013-04-08,C119459,週刊少年ジャンプ,久保田ゆうと
C87864,CCRT01255,STARTING POINT,1,0,0,2001-07-16,2001-07-16,C119459,週刊少年ジャンプ,大場敦
C87865,CCRT03118,STARTING OVER,1,0,1,2004-05-10,2004-05-10,C119459,週刊少年ジャンプ,鈴木新
C87866,CCRT02865,STEEL BALL RUN,23,0,4,2004-02-02,2004-11-01,C119459,週刊少年ジャンプ,荒木飛呂彦
C87867,CCRT02615,STRAY CAT,1,0,0,1999-10-25,1999-10-25,C119459,週刊少年ジャンプ,矢吹健太朗
C87868,CCRT00445,STRIPE,1,0,1,2001-06-25,2001-06-25,C119459,週刊少年ジャンプ,キユ
C87869,CCRT02724,SUCCEED,1,0,1,2010-11-08,2010-11-08,C119459,週刊少年ジャンプ,秋本治
C87870,CCRT02768,SUPER POLICE スーパーポリス,11,1,1,1981-07-06,1981-09-14,C119459,週刊少年ジャンプ,篝一人
C87870,CCRT02994,SUPER POLICE スーパーポリス,11,1,1,1981-07-06,1981-09-14,C119459,週刊少年ジャンプ,谷村ひとし
C87871,CCRT02270,SUPER SONIC魂,2,1,0,1990-08-27,1990-09-03,C119459,週刊少年ジャンプ,次原隆二
C87872,CCRT02368,SWEET HOME,1,0,0,1999-12-06,1999-12-06,C119459,週刊少年ジャンプ,河原武美
C87873,CCRT02166,SWORD BREAKER,17,0,3,2002-02-18,2002-12-02,C119459,週刊少年ジャンプ,梅澤春人
C87874,CCRT02003,SWOT スウォット,21,0,3,2009-11-23,2010-11-22,C119459,週刊少年ジャンプ,杉田尚
C87875,CCRT02199,TAKUDO!!!!,1,0,1,2013-09-23,2013-09-23,C119459,週刊少年ジャンプ,森田外骨格
C87876,CCRT00985,TATTOO HEARTS,15,1,2,2000-10-23,2003-04-07,C119459,週刊少年ジャンプ,加治佐修
C87877,CCRT01016,TAXI DRIVER,1,0,0,1990-01-22,1990-01-22,C119459,週刊少年ジャンプ,北条司
C87879,CCRT01396,TEAM,1,0,0,2005-04-18,2005-04-18,C119459,週刊少年ジャンプ,宮本和也
C87880,CCRT01753,TEAM MADE,1,0,0,2006-09-25,2006-09-25,C119459,週刊少年ジャンプ,平方昌宏
C87881,CCRT03133,THE EDGE,16,2,1,1989-03-20,1989-07-03,C119459,週刊少年ジャンプ,長沢克泰
C87882,CCRT00271,THE MoMoTARoH ザ・モモタロウ,109,13,4,1987-09-28,1989-11-27,C119459,週刊少年ジャンプ,にわのまこと
C87883,CCRT01017,THE合衆国日本州,1,0,0,1983-01-01,1983-01-01,C119459,週刊少年ジャンプ,北森かつみ
C87884,CCRT02984,THEファイター FIGHTER JAPAN X STORY,14,1,2,1982-04-19,1982-07-19,C119459,週刊少年ジャンプ,谷上俊夫
C87884,CCRT03198,THEファイター FIGHTER JAPAN X STORY,14,1,2,1982-04-19,1982-07-19,C119459,週刊少年ジャンプ,青木英大
C87885,CCRT03324,TOKIMECHA,3,0,1,1997-01-10,1997-01-29,C119459,週刊少年ジャンプ,鳥山明
C87886,CCRT00661,TOKYO WONDER BOYS,11,0,2,2014-03-17,2014-05-26,C119459,週刊少年ジャンプ,下山健人
C87886,CCRT00848,TOKYO WONDER BOYS,11,0,2,2014-03-17,2014-05-26,C119459,週刊少年ジャンプ,伊達恒大
C87887,CCRT02615,To LOVEる -とらぶる-,164,0,20,2006-05-08,2009-09-14,C119459,週刊少年ジャンプ,矢吹健太朗
C87887,CCRT03146,To LOVEる -とらぶる-,164,0,20,2006-05-08,2009-09-14,C119459,週刊少年ジャンプ,長谷見沙貴
C87888,CCRT01749,TOTEM,1,0,1,2013-11-25,2013-11-25,C119459,週刊少年ジャンプ,平尾友秀
